UnitId,Types of aid,Type,Category,2000-01,2001-02,2002-03,2003-04,2004-05,2005-06,2006-07,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16
247649,Landmark College,Loans,Number receiving,7,7,16,16,11,20,16,43,54,67,59,62,62,49,54,34
247649,Landmark College,-,Average amount,4760,2437,26507,2387,10459,2678,3449,4942,8153,5613,4657,6675,7122,7363,6497,6523
440411,Marlboro College Graduate & Professional Studies,First-time full-time undergraduates,Total,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
440411,Marlboro College Graduate & Professional Studies,Any aid,Number receiving,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
440411,Marlboro College Graduate & Professional Studies,Federal grants,Number receiving,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
440411,Marlboro College Graduate & Professional Studies,-,Average amount,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
440411,Marlboro College Graduate & Professional Studies,State/Local grants,Number receiving,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
440411,Marlboro College Graduate & Professional Studies,-,Average amount,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
440411,Marlboro College Graduate & Professional Studies,Institutional grants,Number receiving,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
440411,Marlboro College Graduate & Professional Studies,-,Average amount,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
440411,Marlboro College Graduate & Professional Studies,Loans,Number receiving,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
440411,Marlboro College Graduate & Professional Studies,-,Average amount,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
455992,Vermont College of Fine Arts,First-time full-time undergraduates,Total,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
455992,Vermont College of Fine Arts,Any aid,Number receiving,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
455992,Vermont College of Fine Arts,Federal grants,Number receiving,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
455992,Vermont College of Fine Arts,-,Average amount,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
455992,Vermont College of Fine Arts,State/Local grants,Number receiving,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
455992,Vermont College of Fine Arts,-,Average amount,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
455992,Vermont College of Fine Arts,Institutional grants,Number receiving,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
455992,Vermont College of Fine Arts,-,Average amount,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
455992,Vermont College of Fine Arts,Loans,Number receiving,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
455992,Vermont College of Fine Arts,-,Average amount,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
456001,Advanced Welding Institute,First-time full-time undergraduates,Total,-,-,-,-,-,-,-,-,22,19,42,27,48,40,58,55
456001,Advanced Welding Institute,Any aid,Number receiving,-,-,-,-,-,-,-,-,18,18,39,23,40,32,47,48
456001,Advanced Welding Institute,Federal grants,Number receiving,-,-,-,-,-,-,-,-,3,10,36,17,27,23,30,38
456001,Advanced Welding Institute,-,Average amount,-,-,-,-,-,-,-,-,4288,7478,4535,4746,4023,4077,4695,3900
456001,Advanced Welding Institute,State/Local grants,Number receiving,-,-,-,-,-,-,-,-,13,11,33,14,16,24,23,24
456001,Advanced Welding Institute,-,Average amount,-,-,-,-,-,-,-,-,1598,5890,1877,2729,2777,3071,2813,5540
456001,Advanced Welding Institute,Institutional grants,Number receiving,-,-,-,-,-,-,-,-,0,0,1,0,2,1,0,2
456001,Advanced Welding Institute,-,Average amount,-,-,-,-,-,-,-,-,-,-,500,-,1000,1000,-,1338
456001,Advanced Welding Institute,Loans,Number receiving,-,-,-,-,-,-,-,-,8,17,39,21,39,29,37,45
456001,Advanced Welding Institute,-,Average amount,-,-,-,-,-,-,-,-,4839,5213,6933,11530,11297,11016,11755,9779
