UNITID,XF3A01,F3A01,XF3A02,F3A02,XF3A03,F3A03,XF3A04,F3A04,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D03,F3D03,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D08,F3D08,XF3D09,F3D09,XF3E01,F3E01,XF3E02,F3E02,XF3E03,F3E03,XF3E04,F3E04,XF3E05,F3E05,XF3E06,F3E06,XF3E07,F3E07   
201469,"R",31759507,"R",0,"R",31759507,"R",31759507,"R",12771587,"R",7927140,"R",0,"R",4844447,"R",0,"R",26915059,"R",1,"R",31759507,"R",3525718,"R",561982,"R",422203,"R",552305,"R",5062208,"R",552305,"R",0,"R",12764630,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6957,"R",0,"R",12771587,"R",3620426,"R",0,"R",4300829,"R",5885,"R",0,"R",0,"R",7927140
201584,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",117950,"R",0,"R",0,"R",0,"R",117950,"Z",0,"Z",0,"R",117940,"Z",0,"Z",0,"Z",0,"Z",0,"R",22350,"A",,"R",44970,"R",185260,"R",120000,"Z",0,"R",35000,"A",,"Z",0,"R",0,"R",155000
201609,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",95116,"R",0,"R",0,"R",0,"R",95116,"R",0,"R",0,"R",52248,"R",95116,"R",0,"R",0,"R",0,"R",35740,"A",,"R",0,"R",183104,"R",170565,"R",0,"R",19069,"A",,"R",0,"R",0,"R",189634
201618,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",601945,"R",0,"R",0,"R",0,"R",601945,"R",0,"R",0,"R",444338,"R",601945,"R",0,"R",0,"R",0,"R",253750,"A",,"R",0,"R",1300033,"R",1211017,"R",0,"R",135387,"A",,"R",0,"R",0,"R",1346404
201627,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",182440,"R",0,"R",0,"R",0,"R",182440,"R",0,"R",0,"R",97551,"R",182440,"R",0,"R",0,"R",0,"R",67905,"A",,"R",0,"R",347896,"R",324075,"R",0,"R",36230,"A",,"R",0,"R",0,"R",360305
201982,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",205448,"Z",0,"Z",0,"Z",0,"R",205448,"Z",0,"Z",0,"R",546491,"Z",0,"Z",0,"Z",0,"Z",0,"R",102138,"A",,"R",0,"R",648629,"R",167082,"Z",0,"R",437587,"A",,"Z",0,"R",0,"R",604669
202055,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2151609,"R",13308,"R",36000,"R",53625,"R",2254542,"R",0,"R",0,"R",2166368,"R",2164917,"R",36000,"R",53625,"R",26211,"R",358189,"A",,"R",0,"R",4805310,"R",2883402,"R",0,"R",100880,"A",,"R",2254542,"R",0,"R",5238824
202161,"R",1530546,"R",770226,"R",760320,"R",1530546,"R",11489240,"R",11093625,"R",0,"R",395615,"R",-731378,"R",1096084,"R",-1,"R",760320,"R",2120685,"R",201125,"R",162466,"R",8000,"R",2492276,"R",0,"R",0,"R",9446673,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1972023,"R",70544,"R",11489240,"R",2945103,"R",0,"R",5253744,"R",1661358,"R",8000,"R",1225420,"R",11093625
202435,"R",2978420,"R",1497143,"R",1481277,"R",2978420,"R",3689721,"R",4748383,"R",0,"R",-1058662,"Z",0,"R",2539939,"R",0,"R",1481277,"R",1015741,"Z",0,"R",51134,"Z",0,"R",1066875,"Z",0,"Z",0,"R",2622846,"R",1015741,"R",51134,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",3689721,"R",3818668,"Z",0,"R",929715,"Z",0,"Z",0,"R",0,"R",4748383
202453,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",300257,"R",0,"R",0,"R",0,"R",300257,"R",0,"R",0,"R",339013,"R",375,"R",0,"R",0,"R",2,"R",69700,"A",,"R",1,"R",409091,"R",151995,"R",0,"R",54521,"A",,"R",0,"R",155321,"R",361837
202639,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",164301,"R",0,"R",0,"R",0,"R",164301,"R",0,"R",0,"R",308777,"R",164301,"R",0,"R",0,"R",11030,"R",87264,"A",,"R",18124,"R",589496,"R",237442,"R",0,"R",195971,"A",,"R",0,"R",125203,"R",558616
202684,"R",18644833,"R",117159,"R",18527674,"R",18644833,"R",11128073,"R",8273536,"R",0,"R",2854537,"R",0,"R",15673136,"R",1,"R",18527674,"R",4206943,"R",402461,"R",528780,"R",938186,"R",6076370,"R",938186,"R",0,"R",11099498,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28575,"R",0,"R",11128073,"R",2553475,"R",0,"R",5689304,"R",30757,"R",0,"R",0,"R",8273536
202736,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",479879,"R",9000,"Z",0,"R",1478,"R",490357,"Z",0,"Z",0,"R",1070203,"Z",0,"Z",0,"Z",0,"Z",0,"R",124418,"A",,"R",0,"R",1194621,"R",632664,"Z",0,"R",377021,"A",,"Z",0,"R",19870,"R",1029555
202888,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",143024,"R",0,"R",0,"R",0,"R",143024,"R",0,"R",0,"R",143024,"R",143024,"R",0,"R",0,"R",4927,"R",67285,"A",,"R",67621,"R",425881,"R",101018,"R",0,"R",18225,"A",,"R",143024,"R",158790,"R",421057
203225,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1129093,"R",0,"R",0,"R",0,"R",1129093,"R",0,"R",0,"R",4239122,"R",0,"R",0,"R",0,"R",0,"R",2866,"A",,"R",0,"R",4241988,"R",2056954,"R",0,"R",1209973,"A",,"R",0,"R",766317,"R",4033244
203234,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",520774,"Z",0,"R",96680,"Z",0,"R",617454,"R",617454,"Z",0,"R",1355859,"R",520774,"R",96680,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",1973313,"R",387054,"Z",0,"R",1517855,"A",,"Z",0,"R",0,"R",1904909
203289,"R",1023725,"R",230642,"R",793083,"R",1023725,"R",1497999,"R",1278473,"R",0,"R",219526,"R",-18900,"R",592457,"R",0,"R",793083,"R",556513,"R",11703,"R",59652,"R",1250,"R",629118,"R",0,"R",0,"R",1493468,"Z",0,"Z",0,"Z",0,"R",360,"Z",0,"Z",0,"R",4171,"R",1497999,"R",484222,"R",0,"R",794251,"R",0,"R",0,"R",0,"R",1278473
203313,"R",3927934,"R",644707,"R",3283227,"R",3927934,"R",7874407,"R",5835147,"R",418775,"R",2458035,"Z",0,"R",2696430,"R",-1871238,"R",3283227,"R",1997930,"R",977091,"R",0,"R",127431,"R",3102452,"R",134333,"Z",0,"R",7874407,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",7874407,"R",1600383,"Z",0,"R",4234764,"Z",0,"Z",0,"R",0,"R",5835147
203386,"R",5191308,"R",3062961,"R",2128347,"R",5191308,"R",24153811,"R",19020004,"R",0,"R",5133807,"R",0,"R",1123350,"R",-4128810,"R",2128347,"R",5339824,"R",766139,"R",543875,"R",0,"R",6649838,"Z",0,"Z",0,"R",24047627,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",106184,"R",24153811,"R",10570780,"Z",0,"R",8449224,"Z",0,"Z",0,"R",0,"R",19020004
203438,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",487085,"R",0,"R",0,"R",0,"R",487085,"R",0,"R",0,"R",2014861,"R",504728,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",2519589,"R",864039,"R",129824,"R",669701,"A",,"R",0,"R",0,"R",1663564
203720,"R",391123,"R",174440,"R",216683,"R",391123,"R",4048980,"R",3081825,"R",0,"R",967155,"R",0,"R",215584,"R",-966056,"R",216683,"R",1809941,"R",40600,"R",173378,"R",0,"R",2023919,"R",0,"R",0,"R",4022748,"R",0,"R",0,"R",0,"R",26232,"R",0,"R",0,"R",0,"R",4048980,"R",1273730,"R",0,"R",1689982,"R",0,"R",0,"R",118113,"R",3081825
203739,"R",292983,"R",161771,"R",131212,"R",292983,"R",3622264,"R",2625473,"R",0,"R",996791,"Z",0,"R",154528,"R",-1020107,"R",131212,"R",1761652,"R",47400,"R",223831,"R",0,"R",2032883,"R",0,"R",0,"R",3611636,"R",0,"R",0,"R",0,"R",10628,"R",0,"R",0,"R",0,"R",3622264,"R",1101664,"R",0,"R",1406743,"R",0,"R",0,"R",117066,"R",2625473
204060,"R",3277416,"R",4273602,"R",-996186,"R",3277416,"R",4012289,"R",5431054,"R",0,"R",-1418765,"Z",0,"R",-577629,"R",1000208,"R",-996186,"R",1415110,"Z",0,"Z",0,"Z",0,"R",1415110,"Z",0,"Z",0,"R",3646953,"Z",0,"Z",0,"Z",0,"Z",0,"R",42753,"R",316776,"R",5807,"R",4012289,"R",1379973,"Z",0,"R",3812813,"R",232565,"Z",0,"R",5703,"R",5431054
204121,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",187500,"R",0,"R",100,"R",1000,"R",188600,"R",188500,"R",0,"R",330860,"R",187500,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",518360,"R",256000,"R",0,"R",0,"A",,"R",0,"R",0,"R",256000
204307,"R",18069042,"R",2895486,"R",15173556,"R",18069042,"R",16328036,"R",15945989,"R",0,"R",382047,"Z",0,"R",14791508,"R",1,"R",15173556,"R",2361113,"R",45456,"R",192273,"R",106437,"R",2705279,"R",0,"R",0,"R",16328036,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16328036,"R",7403508,"Z",0,"R",8542481,"R",0,"R",0,"R",0,"R",15945989
204316,"R",7925284,"R",2770676,"R",5154608,"R",7925284,"R",9474565,"R",9438492,"R",-21636,"R",14437,"R",98552,"R",5041619,"R",0,"R",5154608,"R",2875798,"R",288344,"R",132707,"R",54529,"R",3351378,"R",3351378,"R",0,"R",5611398,"R",3164142,"R",132707,"R",0,"R",0,"R",0,"R",566318,"R",0,"R",9474565,"R",1747397,"R",0,"R",7124467,"R",566628,"R",0,"R",0,"R",9438492
204334,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",242587,"R",0,"R",0,"R",0,"R",242587,"R",242587,"Z",0,"R",712323,"R",242587,"R",0,"R",0,"R",0,"R",231569,"A",,"R",0,"R",1186479,"R",519097,"R",0,"R",368634,"A",,"R",0,"R",0,"R",887731
204431,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",147620,"R",5703,"R",0,"R",1845,"R",155168,"R",0,"R",0,"R",181875,"R",0,"R",0,"R",0,"R",0,"R",57809,"A",,"R",0,"R",239684,"R",119529,"R",0,"R",110739,"A",,"R",0,"R",0,"R",230268
204608,"R",12745233,"R",12745233,"R",0,"R",12745233,"R",18910974,"R",19433134,"R",960862,"R",438702,"R",0,"R",4355981,"R",-4794683,"R",0,"R",3881121,"R",113637,"R",51567,"R",0,"R",4046325,"R",1402430,"R",0,"R",18910974,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18910974,"R",7462950,"R",0,"R",11811880,"R",0,"R",0,"R",158304,"R",19433134
204626,"R",13792529,"R",1078913,"R",12713616,"R",13792529,"R",7308380,"R",7742372,"R",0,"R",-433992,"R",0,"R",13147608,"R",0,"R",12713616,"R",1836884,"R",65754,"R",328015,"R",17240,"R",2247893,"R",816720,"R",0,"R",7308380,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7308380,"R",2620298,"R",0,"R",5122074,"R",0,"R",0,"R",0,"R",7742372
204714,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",699692,"R",0,"R",0,"R",0,"R",699692,"R",0,"R",0,"R",1298072,"R",0,"R",0,"R",0,"R",0,"R",269622,"A",,"R",0,"R",1567694,"R",835396,"R",0,"R",711314,"A",,"R",0,"R",0,"R",1546710
204723,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",704243,"R",19288,"R",0,"R",0,"R",723531,"R",0,"R",0,"R",13359,"R",704243,"Z",0,"Z",0,"Z",0,"R",169187,"A",,"R",0,"R",886789,"R",237746,"R",0,"R",101048,"A",,"R",0,"R",0,"R",338794
204769,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",290033,"Z",0,"Z",0,"Z",0,"R",290033,"Z",0,"Z",0,"R",1357828,"Z",0,"Z",0,"Z",0,"Z",0,"R",132651,"A",,"R",0,"R",1490479,"R",339813,"Z",0,"R",292440,"A",,"Z",0,"R",0,"R",632253
204778,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",580151,"Z",0,"Z",0,"Z",0,"R",580151,"Z",0,"Z",0,"R",1234323,"Z",0,"Z",0,"Z",0,"Z",0,"R",222618,"A",,"R",0,"R",1456941,"R",370385,"Z",0,"R",311404,"A",,"Z",0,"R",0,"R",681789
204884,"R",1583662,"R",747550,"R",836112,"R",1583662,"R",2956149,"R",2396111,"R",0,"R",560038,"R",-416522,"R",692596,"R",0,"R",836112,"R",843539,"R",41588,"R",0,"R",28000,"R",913127,"R",0,"R",0,"R",2946764,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9385,"R",2956149,"R",796064,"R",0,"R",1600047,"R",0,"R",0,"R",0,"R",2396111
204963,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",358965,"Z",0,"Z",0,"Z",0,"R",358965,"Z",0,"Z",0,"R",1167438,"R",0,"R",0,"R",0,"R",91,"R",65931,"A",,"R",0,"R",1233460,"R",783426,"R",0,"R",0,"A",,"R",0,"R",33882,"R",817308
205054,"R",4542811,"R",3967258,"R",575553,"R",4542811,"R",4477506,"R",4444143,"R",-28086,"R",5277,"R",19011,"R",551265,"R",0,"R",575553,"R",1051060,"R",0,"R",0,"R",0,"R",1051060,"R",0,"R",0,"R",4196201,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",281305,"R",4477506,"R",2919428,"R",0,"R",0,"R",0,"R",0,"R",1524715,"R",4444143
205142,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",485908,"R",0,"R",0,"R",0,"R",485908,"R",0,"R",0,"R",943279,"R",485908,"R",0,"R",0,"R",0,"R",175147,"A",,"R",0,"R",1604334,"R",469900,"R",0,"R",325700,"A",,"R",0,"R",0,"R",795600
205179,"R",44917910,"R",11128618,"R",33789292,"R",44917910,"R",49654233,"R",46902734,"R",0,"R",2751499,"R",0,"R",31037791,"R",2,"R",33789292,"R",6704822,"R",123572,"R",374892,"R",105649,"R",7308935,"R",6833596,"R",0,"R",42932657,"R",0,"R",0,"R",0,"R",0,"R",6721576,"R",0,"R",0,"R",49654233,"R",19445004,"R",0,"R",25926492,"R",0,"R",0,"R",1531238,"R",46902734
205391,"R",897888,"R",616371,"R",281517,"R",897888,"R",2597217,"R",2462234,"R",-2950,"R",132033,"R",0,"R",327022,"R",-177538,"R",281517,"R",193863,"R",0,"R",5063,"R",0,"R",198926,"R",0,"R",0,"R",2399473,"R",197744,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2597217,"R",444120,"R",0,"R",724619,"R",0,"R",0,"R",1293495,"R",2462234
205513,"R",482610,"R",44760,"R",437850,"R",482610,"R",1218148,"R",1100671,"R",0,"R",117477,"R",-141293,"R",461666,"R",0,"R",437850,"R",434677,"R",15116,"R",0,"R",0,"R",449793,"R",449793,"R",0,"R",624970,"R",449793,"R",0,"R",0,"R",0,"R",143145,"R",0,"R",240,"R",1218148,"R",135215,"R",0,"R",965456,"R",0,"R",0,"R",0,"R",1100671
205568,"R",8811060,"R",530152,"R",8280908,"R",8811060,"R",9667271,"R",9259672,"R",0,"R",407599,"R",8396327,"R",8396327,"R",-8919345,"R",8280908,"R",4656289,"R",344814,"R",89226,"R",18423,"R",5108752,"R",0,"R",0,"R",8916542,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",750729,"R",9667271,"R",2068267,"R",10175,"R",6236491,"R",944739,"R",0,"R",0,"R",9259672
205610,"R",27448394,"R",3349278,"R",24099116,"R",27448394,"R",16899134,"R",17296739,"R",175049,"R",-222556,"R",-3229242,"R",27550914,"R",0,"R",24099116,"R",5508094,"R",475258,"R",349975,"R",112107,"R",6445434,"R",6445433,"R",1,"R",9651829,"R",5983352,"R",349975,"R",0,"R",0,"R",0,"R",913978,"R",0,"R",16899134,"R",2602435,"R",0,"R",13725121,"R",969183,"R",0,"R",0,"R",17296739
205647,"R",6290705,"R",2060326,"R",4230379,"R",6290705,"R",12570236,"R",12859665,"R",-27668,"R",-317097,"R",423446,"R",4124030,"R",0,"R",4230379,"R",3434466,"R",353064,"R",216143,"R",78459,"R",4082132,"R",4082131,"R",1,"R",8020526,"R",3787530,"R",216143,"R",0,"R",0,"R",0,"R",546037,"R",0,"R",12570236,"R",1898480,"R",0,"R",10366431,"R",594754,"R",0,"R",0,"R",12859665
205726,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4161183,"R",440863,"R",70837,"Z",0,"R",4672883,"Z",0,"Z",0,"R",15250870,"R",4602046,"R",70837,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",19923753,"R",7704258,"Z",0,"R",7218151,"R",2392333,"Z",0,"R",7545571,"R",24860313
205887,"R",8530953,"R",2115849,"R",6415104,"R",8530953,"R",10381530,"R",9310614,"R",1076918,"R",2147834,"R",-3586714,"R",7686009,"R",167975,"R",6415104,"R",3148988,"R",115200,"R",0,"R",0,"R",3264188,"R",0,"R",0,"R",9625125,"R",0,"R",0,"R",0,"R",0,"R",719254,"R",0,"R",37151,"R",10381530,"R",3008911,"R",0,"R",3245744,"R",0,"R",0,"R",3055959,"R",9310614
206039,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",260396,"Z",0,"Z",0,"Z",0,"R",260396,"Z",0,"Z",0,"R",486105,"Z",0,"Z",0,"Z",0,"R",20969,"Z",0,"A",,"R",68177,"R",575251,"R",170019,"Z",0,"R",344827,"A",,"Z",0,"R",0,"R",514846
206093,"R",7308529,"R",378589,"R",6929940,"R",7308529,"R",3936667,"R",4361148,"R",0,"R",-424481,"R",0,"R",7354421,"R",0,"R",6929940,"R",1269119,"R",23866,"R",219762,"R",6282,"R",1519029,"R",608567,"R",0,"R",3936667,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3936667,"R",1282622,"R",0,"R",3078526,"R",0,"R",0,"R",0,"R",4361148
206224,"R",2345260,"R",187764,"R",2157496,"R",2345260,"R",3514974,"R",3926478,"R",0,"R",-411504,"R",-28994,"R",2616074,"R",-18080,"R",2157496,"R",1267760,"R",44298,"R",48460,"R",22500,"R",1383018,"Z",0,"Z",0,"R",3206004,"R",0,"R",0,"R",0,"R",308970,"R",0,"R",0,"R",0,"R",3514974,"R",969699,"R",0,"R",2956779,"R",0,"R",0,"R",0,"R",3926478
206358,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",115000,"R",0,"R",0,"R",0,"R",115000,"R",0,"R",0,"R",115000,"R",0,"R",0,"R",0,"R",0,"R",31350,"A",,"R",0,"R",146350,"R",120000,"Z",0,"R",38000,"A",,"Z",0,"R",0,"R",158000
206394,"R",1943418,"R",982605,"R",960813,"R",1943418,"R",3196300,"R",3309050,"R",-3900,"R",-116650,"R",25000,"R",1052503,"R",-40,"R",960813,"R",496125,"R",23563,"R",0,"R",0,"R",519688,"R",0,"R",0,"R",3196109,"R",0,"R",0,"R",0,"R",191,"R",0,"R",0,"R",0,"R",3196300,"R",792780,"R",0,"R",2516270,"R",0,"R",0,"R",0,"R",3309050
206482,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",588549,"Z",0,"Z",0,"Z",0,"R",588549,"Z",0,"Z",0,"R",780491,"R",588549,"R",0,"R",0,"R",64,"R",183823,"A",,"R",9947,"R",1562874,"R",682893,"R",0,"R",337308,"A",,"R",0,"R",370294,"R",1390495
206631,"R",4359268,"R",1002231,"R",3357037,"R",4359268,"R",10464736,"R",6475789,"R",556532,"R",4545479,"Z",0,"R",2491928,"R",-3680370,"R",3357037,"R",2962789,"R",708518,"R",330620,"R",150593,"R",4152520,"R",93295,"Z",0,"R",10464736,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",10464736,"R",2233112,"Z",0,"R",4242677,"Z",0,"Z",0,"R",0,"R",6475789
206783,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",92990,"R",0,"R",0,"R",0,"R",92990,"R",0,"R",0,"R",277820,"R",0,"R",0,"R",0,"R",1261,"R",0,"A",,"R",0,"R",279081,"R",232465,"R",0,"R",0,"A",,"R",0,"R",290414,"R",522879
206880,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",716553,"R",0,"R",0,"R",0,"R",716553,"R",0,"R",0,"R",1173084,"R",0,"R",0,"R",0,"R",3882,"R",52595,"A",,"R",611363,"R",1840924,"R",544020,"R",0,"R",723374,"A",,"R",0,"R",0,"R",1267394
206932,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",608473,"R",10395,"R",0,"R",0,"R",618868,"R",0,"R",0,"R",1126726,"R",0,"R",0,"R",0,"R",282,"R",190149,"A",,"R",0,"R",1317157,"R",444215,"R",0,"R",831695,"A",,"R",0,"R",0,"R",1275910
206969,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",51275,"R",0,"R",0,"R",0,"R",51275,"Z",0,"R",0,"R",79114,"R",0,"R",0,"R",0,"R",90,"R",23867,"A",,"R",800,"R",103871,"R",20800,"R",6704,"R",40780,"A",,"R",0,"R",0,"R",68284
207087,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",210812,"R",0,"R",0,"R",0,"R",210812,"R",0,"R",0,"R",387476,"R",0,"R",0,"R",0,"R",0,"R",90535,"A",,"R",0,"R",478011,"R",282260,"R",0,"R",154972,"A",,"R",0,"R",7500,"R",444732
207102,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",359949,"R",15556,"R",0,"R",0,"R",375505,"R",0,"R",0,"R",838453,"R",0,"R",0,"R",0,"Z",0,"R",101545,"A",,"R",0,"R",939998,"R",122498,"R",0,"R",118639,"A",,"R",0,"R",506194,"R",747331
207166,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",57929,"R",7171,"R",200,"R",1000,"R",66300,"R",65100,"R",0,"R",36125,"R",0,"R",0,"R",0,"R",0,"R",18063,"A",,"R",18062,"R",72250,"R",22750,"R",0,"R",0,"A",,"R",0,"R",28063,"R",50813
207254,"R",49605701,"R",19554889,"R",30050812,"R",49605701,"R",23514349,"R",19931896,"R",0,"R",3582453,"R",0,"R",5219416,"R",21248943,"R",30050812,"R",2636382,"R",98630,"R",2196315,"R",483899,"R",5415226,"R",0,"R",0,"R",22116264,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1398084,"R",1,"R",23514349,"R",7478892,"R",0,"R",10601574,"R",1524451,"R",0,"R",326979,"R",19931896
207272,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",245633,"R",0,"R",0,"R",0,"R",245633,"Z",0,"Z",0,"R",302419,"R",0,"R",0,"R",0,"R",0,"R",45327,"A",,"R",310,"R",348056,"R",63150,"R",13365,"R",184816,"A",,"Z",0,"R",0,"R",261331
207537,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",139855,"R",0,"R",0,"R",0,"R",139855,"R",0,"R",0,"R",346180,"R",0,"R",0,"R",0,"R",0,"R",5651,"A",,"R",0,"R",351831,"R",246823,"R",0,"R",110553,"A",,"R",0,"R",0,"R",357376
207625,"R",3021519,"R",1833112,"R",1188407,"R",3021519,"R",3706199,"R",3992563,"R",0,"R",-286364,"R",0,"R",1509938,"R",-35167,"R",1188407,"R",1089480,"R",35469,"R",23937,"R",0,"R",1148886,"R",0,"R",0,"R",3694003,"R",0,"R",0,"R",0,"R",0,"R",12196,"R",0,"R",0,"R",3706199,"R",970600,"R",0,"R",928973,"R",0,"R",0,"R",2092990,"R",3992563
207704,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",346535,"R",15548,"R",18242,"R",4834,"R",385159,"Z",0,"Z",0,"R",985087,"R",0,"R",0,"R",0,"R",8223,"R",129646,"A",,"R",0,"R",1122956,"R",165353,"R",0,"R",718346,"A",,"R",0,"R",0,"R",883699
207786,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",248144,"R",0,"R",0,"R",0,"R",248144,"R",0,"R",0,"R",248144,"R",0,"R",0,"R",0,"R",0,"R",56454,"A",,"R",0,"R",304598,"R",83661,"R",0,"R",119414,"A",,"R",0,"R",0,"R",203075
207962,"R",5670365,"R",20476719,"R",-14806354,"R",5670365,"R",16347268,"R",15661008,"R",0,"R",686260,"R",5297263,"R",10195444,"R",-30985321,"R",-14806354,"R",3382541,"R",855855,"R",48604,"R",0,"R",4287000,"R",653446,"R",0,"R",15525952,"R",0,"R",0,"R",0,"R",0,"R",167871,"R",0,"R",653445,"R",16347268,"R",4810049,"R",0,"R",10850959,"R",0,"R",0,"R",0,"R",15661008
208017,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",150727,"R",0,"R",0,"R",0,"R",150727,"R",0,"R",0,"R",231140,"R",0,"R",0,"R",0,"R",4543,"R",90980,"A",,"R",0,"R",326663,"R",227697,"R",0,"R",21538,"A",,"R",0,"R",10000,"R",259235
208044,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",124920,"R",0,"R",0,"R",0,"R",124920,"R",124920,"R",0,"R",124921,"R",0,"R",0,"R",5282,"R",0,"R",63674,"A",,"R",126558,"R",320435,"R",67749,"R",0,"R",0,"A",,"R",0,"R",0,"R",67749
