UNITID,XF3A01,F3A01,XF3A02,F3A02,XF3A03,F3A03,XF3A04,F3A04,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D03,F3D03,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D08,F3D08,XF3D09,F3D09,XF3E01,F3E01,XF3E02,F3E02,XF3E03,F3E03,XF3E04,F3E04,XF3E05,F3E05,XF3E06,F3E06,XF3E07,F3E07   
103963,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7110443,"R",308638,"R",0,"R",0,"R",7419081,"R",0,"R",0,"R",26089686,"R",0,"R",0,"R",0,"R",3341,"R",0,"A",,"R",13470,"R",26106497,"R",6880918,"R",0,"R",6353029,"A",,"R",0,"R",2163581,"R",15397528
104090,"R",27831758,"R",18887023,"R",8944735,"R",27831758,"R",54964837,"R",52737369,"R",-1,"R",2227467,"R",-1264147,"R",7981415,"R",0,"R",8944735,"R",16265857,"R",111921,"Z",0,"R",252988,"R",16630766,"Z",0,"Z",0,"R",54888702,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",76135,"R",54964837,"R",17635900,"R",0,"R",26076585,"R",0,"R",0,"R",9024884,"R",52737369
104188,"R",4711040,"R",2130642,"R",2580398,"R",4711040,"R",8188464,"R",7557142,"R",-332643,"R",298679,"R",24379,"R",2555942,"R",-298602,"R",2580398,"R",1795255,"R",91254,"R",6258,"R",0,"R",1892767,"R",301258,"R",0,"R",7865406,"R",0,"R",0,"R",0,"R",323058,"R",0,"R",0,"R",0,"R",8188464,"R",1928369,"R",0,"R",2428635,"R",0,"R",0,"R",3200138,"R",7557142
104294,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",772843,"R",0,"R",0,"R",0,"R",772843,"R",772843,"R",0,"R",1881226,"R",0,"R",0,"R",0,"R",0,"R",453863,"A",,"R",772843,"R",3107932,"R",1141172,"R",0,"R",1535486,"A",,"R",0,"R",334518,"R",3011176
104364,"R",10531146,"R",1169910,"R",9361236,"R",10531146,"R",12070908,"R",18455852,"R",2224961,"R",-4159983,"R",2476376,"R",11044843,"R",0,"R",9361236,"R",3188256,"R",717655,"R",0,"R",45621,"R",3951532,"R",3951532,"R",0,"R",7203943,"R",3905911,"R",0,"R",0,"R",0,"R",0,"R",961054,"R",0,"R",12070908,"R",2028845,"R",0,"R",15886927,"R",540080,"R",0,"R",0,"R",18455852
104391,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",387750,"R",0,"R",0,"R",0,"R",387750,"R",0,"R",0,"R",562857,"R",0,"R",0,"R",0,"R",0,"R",24528,"A",,"R",0,"R",587385,"R",164295,"R",0,"R",436583,"A",,"R",0,"R",41472,"R",642350
104434,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",222224,"R",3900,"R",48377,"R",1300,"R",275801,"Z",0,"Z",0,"R",613822,"Z",0,"Z",0,"Z",0,"Z",0,"R",83877,"A",,"R",77533,"R",775232,"R",498569,"Z",0,"R",19970,"A",,"Z",0,"R",720436,"R",1238975
104443,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",625300,"R",8250,"R",62943,"R",2750,"R",699243,"Z",0,"Z",0,"R",1700068,"Z",0,"Z",0,"Z",0,"Z",0,"R",161632,"A",,"R",151577,"R",2013277,"R",1455618,"Z",0,"R",123629,"A",,"Z",0,"R",0,"R",1579247
104504,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",513420,"R",26572,"R",0,"R",22163,"R",562155,"Z",0,"Z",0,"R",1184590,"R",539992,"R",0,"R",22163,"Z",0,"R",258904,"A",,"R",0,"R",2005649,"R",835763,"Z",0,"R",744646,"A",,"Z",0,"R",0,"R",1580409
104531,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5107506,"R",173144,"R",53672,"R",3406075,"R",8740397,"R",867165,"R",0,"R",29792693,"R",0,"R",0,"R",0,"R",0,"R",0,"R",696434,"R",0,"R",30489127,"R",6469503,"R",108350,"R",7976021,"R",333586,"R",17797,"R",198970,"R",15104227
104568,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1085594,"R",0,"R",0,"R",0,"R",1085594,"R",0,"R",0,"R",3029530,"R",0,"R",0,"R",0,"R",0,"R",256557,"A",,"R",0,"R",3286087,"R",1782630,"R",0,"R",429816,"A",,"R",0,"R",0,"R",2212446
104717,"R",317847982,"R",154554679,"R",163293303,"R",317847982,"R",426741002,"R",344605834,"R",-31589450,"R",50545718,"R",-14752494,"R",127500079,"R",0,"R",163293303,"R",70681804,"R",653387,"R",74602,"R",73611587,"R",145021380,"R",73611587,"R",0,"R",402333131,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24407871,"R",0,"R",426741002,"R",98160367,"R",0,"R",231387830,"R",15057637,"R",0,"R",0,"R",344605834
104805,"R",26354444,"R",18357155,"R",7997289,"R",26354444,"C",51129449,"C",54441526,"R",1001,"R",-3311076,"Z",0,"Z",0,"R",11308365,"R",7997289,"R",8915300,"R",229427,"R",13050,"R",93692,"R",9251469,"Z",0,"Z",0,"R",29223949,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",242133,"R",0,"R",29466082,"R",6215871,"Z",0,"R",22440745,"R",576269,"Z",0,"R",0,"R",29232885
104911,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1032121,"R",11288,"R",0,"R",0,"R",1043409,"R",0,"R",0,"R",2973856,"R",0,"R",0,"R",0,"R",0,"R",446559,"A",,"R",0,"R",3420415,"R",1282879,"R",0,"R",548395,"A",,"R",0,"R",1480545,"R",3311819
104984,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",491765,"R",15587,"Z",0,"R",4987,"R",512339,"Z",0,"Z",0,"R",1293356,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",102698,"R",1396054,"R",539710,"Z",0,"R",3316249,"A",,"Z",0,"R",683363,"R",4539322
105118,"R",4958775,"R",662359,"R",4296416,"R",4958775,"R",6559793,"R",6912275,"R",0,"R",-352482,"R",0,"R",4648897,"R",1,"R",4296416,"R",1948659,"R",61627,"R",373270,"R",2800,"R",2386356,"R",137695,"R",0,"R",6559793,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",6559793,"R",2579791,"R",0,"R",4332484,"R",0,"R",0,"R",0,"R",6912275
105163,"R",459863,"R",1570577,"R",-1110714,"R",459863,"R",10122116,"R",5498838,"R",0,"R",4623278,"Z",0,"R",-924713,"R",-4809279,"R",-1110714,"R",2605353,"R",2212504,"R",6255,"R",183856,"R",5007968,"R",176385,"Z",0,"R",10122116,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",10122116,"R",1615067,"Z",0,"R",3883771,"Z",0,"Z",0,"R",0,"R",5498838
105172,"R",1435708,"R",1998456,"R",-562748,"R",1435708,"R",14908274,"R",7812427,"R",0,"R",7095847,"Z",0,"R",-340522,"R",-7318073,"R",-562748,"R",3617353,"R",2457339,"R",0,"R",383882,"R",6458574,"R",255509,"Z",0,"R",14908274,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",14908274,"R",2043690,"Z",0,"R",5768737,"Z",0,"Z",0,"R",0,"R",7812427
105215,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10249000,"R",5182000,"R",8000,"R",1669000,"R",17108000,"R",1669000,"R",0,"R",38878000,"R",0,"R",0,"R",0,"R",2000,"R",1434000,"A",,"R",1669000,"R",41983000,"R",11363000,"R",0,"R",25895000,"A",,"R",0,"R",2096000,"R",39354000
105482,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",241413,"R",11503,"R",0,"R",12623,"R",265539,"R",265539,"Z",0,"R",938206,"R",252916,"R",0,"R",12623,"R",2002,"R",321535,"A",,"R",0,"R",1527282,"R",849361,"Z",0,"R",747203,"A",,"Z",0,"R",0,"R",1596564
105516,"R",1573280599,"R",781658889,"R",791621710,"R",1573280599,"C",3873203330,"C",3027024055,"R",-327029000,"C",519150275,"R",-159599000,"C",432070726,"R",-291,"R",791621710,"R",10432075,"R",7678044,"R",205650,"R",12581674,"R",30897443,"R",1629276,"R",0,"R",42871542,"R",0,"R",0,"R",0,"R",-162038,"R",3177100,"R",0,"R",266698,"R",46153302,"R",7770521,"R",246669,"R",32322691,"R",0,"R",0,"R",978280,"R",41318161
105534,"R",13309013,"R",3775372,"R",9533641,"R",13309013,"R",16928066,"R",13888915,"R",0,"R",3039151,"R",318570,"R",6175919,"R",1,"R",9533641,"R",3256569,"R",33106,"R",14997,"R",58906,"R",3363578,"R",0,"R",0,"R",13499665,"R",3289675,"R",14997,"R",58906,"R",64823,"R",0,"R",0,"R",0,"R",16928066,"R",5442238,"R",0,"R",8387771,"R",0,"R",58906,"R",0,"R",13888915
105543,"R",8454002,"R",931413,"R",7522589,"R",8454002,"R",11695306,"R",10033658,"R",0,"R",1661648,"R",287493,"R",5573446,"R",2,"R",7522589,"R",3872896,"R",67597,"R",0,"R",3466,"R",3943959,"R",0,"R",0,"R",7654798,"R",3940493,"R",0,"R",3466,"R",44522,"R",52027,"R",0,"R",0,"R",11695306,"R",3261838,"R",0,"R",6768354,"R",0,"R",0,"R",3466,"R",10033658
105659,"R",25863441,"R",2760923,"R",23102518,"R",25863441,"R",10680043,"R",8752157,"R",0,"R",1927886,"R",3237292,"R",17937340,"R",0,"R",23102518,"R",2334828,"R",19730,"R",1000,"R",0,"R",2355558,"R",398124,"R",0,"R",10264342,"R",0,"R",0,"R",0,"R",0,"R",17577,"R",0,"R",398124,"R",10680043,"R",2117086,"R",0,"R",6635071,"R",0,"R",0,"R",0,"R",8752157
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",108531,"R",0,"R",0,"R",0,"R",108531,"R",0,"R",0,"R",766998,"Z",0,"Z",0,"Z",0,"Z",0,"R",170839,"A",,"R",0,"R",937837,"R",329127,"Z",0,"R",137719,"A",,"Z",0,"R",0,"R",466846
105701,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",405311,"R",0,"R",500,"R",0,"R",405811,"R",356853,"R",0,"R",216000,"R",263563,"R",0,"R",0,"R",0,"R",70150,"A",,"R",787,"R",550500,"R",303247,"R",0,"R",99100,"A",,"R",0,"R",0,"R",402347
105987,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2299466,"R",30733,"R",0,"R",10270,"R",2340469,"R",0,"R",0,"R",6774772,"R",0,"R",0,"R",0,"R",0,"R",287922,"A",,"R",24543,"R",7087237,"R",1540243,"R",0,"R",7225842,"A",,"R",0,"R",104019,"R",8870104
106041,"R",103664000,"R",44314000,"R",59350000,"R",103664000,"R",51458000,"R",47809000,"R",0,"R",3649000,"R",-12594000,"R",68295000,"R",0,"R",59350000,"R",9019000,"R",7230000,"R",0,"R",2452000,"R",18701000,"R",2452000,"R",0,"R",47822000,"R",0,"R",0,"R",0,"R",225000,"R",748000,"R",0,"R",2663000,"R",51458000,"R",13913000,"R",0,"R",31320000,"R",0,"R",0,"R",2576000,"R",47809000
106102,"R",13563764,"R",5795724,"R",7768040,"R",13563764,"R",25487962,"R",33327884,"R",2951868,"R",-4888054,"R",5000000,"R",7656382,"R",-288,"R",7768040,"R",4375310,"R",1226102,"R",82566,"R",1070642,"R",6754620,"R",1733008,"R",0,"R",24448270,"R",0,"R",0,"R",0,"R",1543,"R",968355,"R",0,"R",69794,"R",25487962,"R",5114696,"R",8129,"R",27947038,"R",0,"R",0,"R",258021,"R",33327884
106111,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",741633,"R",8850,"R",18497,"R",2950,"R",771930,"Z",0,"Z",0,"R",1682733,"Z",0,"Z",0,"Z",0,"Z",0,"R",146888,"A",,"R",251878,"R",2081499,"R",1888737,"Z",0,"R",192516,"A",,"Z",0,"R",720436,"R",2801689
106281,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",194663,"R",0,"R",2565,"R",2,"R",197230,"R",0,"R",0,"R",157056,"R",194663,"R",2565,"R",0,"R",247,"R",17595,"A",,"R",0,"R",372126,"R",329163,"R",0,"R",0,"A",,"R",0,"R",0,"R",329163
106315,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",189101,"R",0,"R",8929,"R",0,"R",198030,"R",0,"Z",0,"R",78364,"R",189101,"R",8929,"R",0,"R",0,"R",57109,"A",,"R",0,"R",333503,"R",318020,"R",0,"R",0,"A",,"R",0,"R",0,"R",318020
106324,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",133989,"R",0,"R",21867,"R",0,"R",155856,"R",133989,"R",0,"R",315123,"R",0,"R",0,"R",0,"R",0,"R",46626,"A",,"R",0,"R",361749,"R",137271,"R",0,"R",141869,"A",,"R",0,"R",0,"R",279140
106351,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",483080,"R",20688,"R",0,"R",0,"R",503768,"R",0,"R",0,"R",890921,"R",0,"R",0,"R",0,"R",769,"R",185433,"A",,"R",11358,"R",1088481,"R",535133,"R",0,"R",405834,"A",,"R",0,"R",39772,"R",980739
106360,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",192056,"R",0,"R",59305,"R",0,"R",251361,"R",0,"R",0,"R",360579,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",21321,"R",381900,"R",373054,"R",0,"R",8032,"A",,"R",0,"R",0,"R",381086
106494,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",768226,"R",0,"R",35307,"R",0,"R",803533,"R",0,"R",0,"R",1201846,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",325752,"R",1527598,"R",1492217,"R",0,"R",32126,"A",,"R",0,"R",0,"R",1524343
106892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2471403,"Z",0,"Z",0,"Z",0,"R",2471403,"Z",0,"Z",0,"R",2471403,"R",2471403,"R",0,"R",0,"R",0,"R",0,"A",,"R",280485,"R",5223291,"R",680873,"Z",0,"R",848618,"A",,"Z",0,"R",3241168,"R",4770659
106908,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1697167,"R",0,"R",0,"R",0,"R",1697167,"R",0,"R",0,"R",5545688,"R",0,"R",0,"R",0,"R",0,"R",456967,"A",,"R",0,"R",6002655,"R",1804794,"R",0,"R",2175225,"A",,"R",0,"R",0,"R",3980019
107099,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",226253,"R",0,"R",0,"R",0,"R",226253,"R",0,"R",0,"R",540471,"R",0,"R",0,"R",0,"R",0,"R",98762,"A",,"R",0,"R",639233,"R",177612,"R",0,"R",405725,"A",,"R",0,"R",0,"R",583337
107211,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",126393,"R",0,"R",0,"R",0,"R",126393,"R",0,"R",0,"R",256415,"R",0,"R",0,"R",0,"R",0,"R",103012,"A",,"R",0,"R",359427,"R",182536,"R",19525,"R",89392,"A",,"R",0,"R",34316,"R",325769
107220,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",963590,"R",18217,"R",91817,"R",5250,"R",1078874,"R",872401,"R",0,"R",1715405,"R",0,"R",0,"R",0,"R",0,"R",503905,"A",,"R",0,"R",2219310,"R",414606,"R",0,"R",279162,"A",,"R",0,"R",0,"R",693768
107275,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",71250,"R",0,"R",0,"R",0,"R",71250,"R",69863,"R",0,"R",14903,"R",71250,"R",0,"R",0,"R",0,"R",21772,"A",,"R",0,"R",107925,"R",42369,"R",0,"R",57295,"A",,"R",1387,"R",0,"R",101051
107293,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",324776,"R",0,"R",0,"R",0,"R",324776,"R",324776,"R",0,"R",727392,"R",335584,"R",0,"R",0,"R",0,"R",140100,"A",,"R",14,"R",1203090,"R",230463,"R",0,"R",305810,"A",,"R",0,"R",560794,"R",1097067
107363,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",236375,"R",10645,"R",0,"R",0,"R",247020,"R",0,"R",0,"R",247020,"R",0,"R",0,"R",0,"R",0,"R",130301,"A",,"R",52052,"R",429373,"R",289376,"R",0,"R",130301,"A",,"R",0,"R",0,"R",419677
107442,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",435807,"R",0,"R",0,"R",0,"R",435807,"R",0,"R",0,"R",435807,"R",0,"R",0,"R",0,"R",0,"R",48419,"A",,"R",456081,"R",940307,"R",151397,"R",0,"R",25985,"A",,"R",0,"R",283334,"R",460716
107655,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",245039,"R",15135,"R",24181,"R",0,"R",284355,"R",0,"R",0,"R",663560,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",663560,"R",119109,"R",0,"R",187477,"A",,"R",0,"R",0,"R",306586
107789,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",379570,"R",0,"R",0,"R",0,"R",379570,"R",0,"R",0,"R",1181990,"R",0,"R",0,"R",0,"R",0,"R",149228,"A",,"R",0,"R",1331218,"R",349537,"R",0,"R",543994,"A",,"R",0,"R",0,"R",893531
107831,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",233671,"R",0,"R",109558,"R",0,"R",343229,"R",9315,"R",9315,"R",264834,"R",0,"R",106880,"R",35740,"R",-195846,"R",56230,"A",,"R",348869,"R",616707,"R",93837,"R",0,"R",93837,"A",,"R",0,"R",184082,"R",371756
108065,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",76150,"R",0,"R",0,"R",0,"R",76150,"R",6120,"R",0,"R",6060,"R",76150,"R",0,"R",0,"R",0,"R",120756,"A",,"R",0,"R",202966,"R",36000,"R",0,"R",19275,"A",,"R",0,"R",0,"R",55275
108232,"R",88410904,"R",53260880,"R",35150024,"R",88410904,"R",309734086,"R",268161531,"R",0,"R",41572555,"R",-44081420,"R",37658889,"R",0,"R",35150024,"R",19811265,"R",1631795,"R",3936716,"R",4313189,"R",29692965,"R",2145610,"R",0,"R",289012750,"R",0,"R",0,"R",0,"R",1124053,"R",0,"R",19597283,"R",0,"R",309734086,"R",87856929,"R",0,"R",81136760,"R",32270243,"R",0,"R",66897599,"R",268161531
108250,"R",1435884,"R",2932766,"R",-1496882,"R",1435884,"R",12903460,"R",6816517,"R",0,"R",6086943,"Z",0,"R",-2390194,"R",-5193631,"R",-1496882,"R",3113967,"R",2508619,"R",135039,"R",327812,"R",6085437,"R",360924,"Z",0,"R",12903460,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",12903460,"R",2257488,"Z",0,"R",4559029,"Z",0,"Z",0,"R",0,"R",6816517
