UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
100654,"R",523,"R",24789577,"R",4,"R",153717,"Z",0,"Z",0,"R",16,"R",613905,"R",70,"R",6065702,"R",40,"R",2101773,"R",36,"R",1866653,"R",108,"R",5274782,"R",1,"R",66463,"R",55,"R",1655913,"R",2,"R",87550,"R",168,"R",6034332,"R",10,"R",320400,"R",13,"R",548387
100663,"R",3164,"R",178203750,"Z",0,"Z",0,"Z",0,"Z",0,"R",131,"R",7213828,"R",302,"R",34717951,"R",531,"R",31718209,"R",507,"R",34776692,"R",199,"R",11770864,"R",74,"R",4412394,"R",523,"R",15898194,"Z",0,"Z",0,"R",531,"R",20520366,"R",291,"R",13974455,"R",75,"R",3200797
100690,"R",34,"R",2021787,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",757210,"R",3,"R",468123,"R",5,"R",387248,"R",5,"R",282480,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",40133,"Z",0,"Z",0,"R",2,"R",86593,"Z",0,"Z",0,"Z",0,"Z",0
100706,"R",976,"R",66593724,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",896261,"R",97,"R",13157264,"R",78,"R",3946664,"R",405,"R",33160954,"R",74,"R",3532993,"R",3,"R",235809,"R",98,"R",3202570,"Z",0,"Z",0,"R",179,"R",7487839,"R",21,"R",949569,"R",1,"R",23801
100724,"R",570,"R",25417867,"R",6,"R",247250,"Z",0,"Z",0,"R",66,"R",2770291,"R",64,"R",5955965,"R",36,"R",1701370,"R",29,"R",1475926,"R",82,"R",4229210,"R",2,"R",92350,"R",118,"R",3300918,"R",5,"R",164574,"R",123,"R",4085842,"R",34,"R",1248356,"R",5,"R",145815
100733,"R",89,"R",11428703,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",4282170,"R",22,"R",2182441,"R",5,"R",352274,"R",18,"R",3010615,"Z",0,"Z",0,"R",3,"R",173762,"Z",0,"Z",0,"R",26,"R",1427441,"Z",0,"Z",0,"Z",0,"Z",0
100751,"R",4229,"R",233898703,"Z",0,"Z",0,"Z",0,"Z",0,"R",187,"R",8525302,"R",531,"R",59859412,"R",474,"R",27052781,"R",443,"R",26534444,"R",516,"R",30590830,"R",210,"R",11156538,"R",684,"R",25357759,"R",29,"R",802424,"R",818,"R",27850946,"R",220,"R",11682539,"R",117,"R",4485728
100760,"R",70,"R",3805924,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",212370,"R",16,"R",1510785,"R",8,"R",360468,"R",2,"R",91738,"R",1,"R",52368,"Z",0,"Z",0,"R",13,"R",427042,"Z",0,"Z",0,"R",26,"R",1151153,"Z",0,"Z",0,"Z",0,"Z",0
100812,"R",145,"R",8617361,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",1665118,"R",27,"R",2688722,"R",5,"R",293043,"R",12,"R",750066,"R",7,"R",309920,"Z",0,"Z",0,"R",10,"R",402857,"Z",0,"Z",0,"R",48,"R",2013010,"R",8,"R",402858,"R",2,"R",91767
100830,"R",349,"R",17057738,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",941400,"R",109,"R",7849236,"R",19,"R",1208740,"R",39,"R",2061112,"R",19,"R",751410,"R",4,"R",147930,"R",35,"R",876310,"R",2,"R",39840,"R",101,"R",3153480,"Z",0,"Z",0,"R",1,"R",28280
100858,"R",3759,"R",224230474,"R",18,"R",1425275,"R",247,"R",15174897,"R",112,"R",5559872,"R",454,"R",55181642,"R",251,"R",15246192,"R",685,"R",39460858,"R",553,"R",36289824,"R",86,"R",5134781,"R",314,"R",10668765,"R",18,"R",735899,"R",736,"R",27330924,"R",229,"R",9438682,"R",56,"R",2582863
100937,"R",201,"R",10335447,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",1092982,"R",33,"R",3145366,"R",10,"R",526450,"R",10,"R",580374,"R",52,"R",2219611,"R",5,"R",195470,"R",17,"R",691132,"R",2,"R",56316,"R",38,"R",1350012,"R",10,"R",397738,"R",2,"R",79996
101028,"R",51,"R",2585003,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",111134,"R",14,"R",1111034,"R",1,"R",95227,"R",2,"R",92097,"R",1,"R",45188,"Z",0,"Z",0,"R",4,"R",148208,"R",1,"R",46228,"R",22,"R",866429,"R",2,"R",69458,"Z",0,"Z",0
101073,"R",73,"R",2827000,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",875000,"R",7,"R",560000,"R",5,"R",186000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",300000,"R",18,"R",696000,"R",6,"R",210000,"Z",0,"Z",0,"Z",0,"Z",0
101116,"R",35,"R",2164862,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",618620,"R",15,"R",1298486,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",194808,"R",2,"R",52948,"Z",0,"Z",0
101143,"R",73,"R",3666224,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",1076606,"R",1,"R",118483,"R",6,"R",414672,"R",4,"R",204542,"R",2,"R",116843,"Z",0,"Z",0,"R",11,"R",405244,"R",2,"R",76889,"R",30,"R",1197295,"Z",0,"Z",0,"R",1,"R",55650
101161,"R",83,"R",4299567,"Z",0,"Z",0,"Z",0,"Z",0,"R",83,"R",4299567,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101189,"R",178,"R",8083678,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",1469796,"R",29,"R",2625718,"R",6,"R",235117,"R",1,"R",55000,"R",55,"R",2269851,"Z",0,"Z",0,"R",11,"R",333225,"Z",0,"Z",0,"R",39,"R",1094971,"Z",0,"Z",0,"Z",0,"Z",0
101240,"R",212,"R",11083925,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",1062351,"R",36,"R",3281445,"R",10,"R",585562,"R",14,"R",709577,"R",23,"R",1057386,"R",1,"R",47728,"R",29,"R",975599,"Z",0,"Z",0,"R",64,"R",2725799,"R",14,"R",638478,"Z",0,"Z",0
101286,"R",131,"R",7015821,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",1546131,"R",23,"R",2037671,"R",6,"R",257585,"R",8,"R",483092,"R",6,"R",310644,"Z",0,"Z",0,"R",7,"R",315559,"Z",0,"Z",0,"R",42,"R",1617538,"R",8,"R",305693,"R",4,"R",141908
101295,"R",166,"R",8168328,"Z",0,"Z",0,"Z",0,"Z",0,"R",25,"R",1128035,"R",29,"R",2569256,"R",6,"R",283561,"R",6,"R",313913,"R",5,"R",226788,"Z",0,"Z",0,"R",17,"R",686298,"Z",0,"Z",0,"R",60,"R",2194959,"R",18,"R",765518,"Z",0,"Z",0
101301,"R",91,"R",4492661,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",742127,"R",16,"R",1309170,"R",6,"R",299637,"R",3,"R",198841,"R",11,"R",504586,"Z",0,"Z",0,"R",12,"R",402851,"Z",0,"Z",0,"R",27,"R",983075,"Z",0,"Z",0,"R",1,"R",52374
101365,"R",18,"R",964752,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",561242,"R",2,"R",237090,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",50835,"Z",0,"Z",0,"R",3,"R",115585,"Z",0,"Z",0,"Z",0,"Z",0
101435,"R",141,"R",7093178,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",746649,"R",26,"R",2621608,"R",13,"R",708645,"R",3,"R",112278,"R",46,"R",1766680,"R",1,"R",40800,"R",22,"R",642146,"Z",0,"Z",0,"R",9,"R",254661,"R",6,"R",199711,"Z",0,"Z",0
101453,"R",22,"R",1106127,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",40980,"R",9,"R",645914,"R",6,"R",236197,"R",1,"R",37600,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",20000,"Z",0,"Z",0,"R",3,"R",60836,"R",1,"R",64600,"Z",0,"Z",0
101462,"R",49,"R",2315505,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",780461,"R",5,"R",448139,"R",6,"R",308948,"R",4,"R",152828,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",100481,"Z",0,"Z",0,"R",15,"R",524648,"Z",0,"Z",0,"Z",0,"Z",0
101471,"R",79,"R",5027197,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",2266069,"R",9,"R",945593,"R",8,"R",488727,"R",2,"R",134596,"R",3,"R",168393,"Z",0,"Z",0,"R",3,"R",141211,"Z",0,"Z",0,"R",17,"R",804896,"Z",0,"Z",0,"R",1,"R",77712
101480,"R",573,"R",25565753,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",781776,"R",105,"R",8267697,"R",14,"R",690802,"R",46,"R",2404193,"R",102,"R",5080062,"R",1,"R",33120,"R",117,"R",2956473,"Z",0,"Z",0,"R",123,"R",3852299,"R",37,"R",1316728,"R",6,"R",182603
101499,"R",37,"R",2272554,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",225677,"R",11,"R",1105937,"R",2,"R",154122,"R",2,"R",76262,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",235296,"Z",0,"Z",0,"R",12,"R",475260,"Z",0,"Z",0,"Z",0,"Z",0
101505,"R",188,"R",10025496,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",1987905,"R",9,"R",1005178,"R",14,"R",1004241,"R",6,"R",418231,"R",11,"R",665744,"Z",0,"Z",0,"R",29,"R",1146469,"R",1,"R",79297,"R",75,"R",3464696,"R",5,"R",253735,"Z",0,"Z",0
101514,"R",213,"R",11587275,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",553468,"R",38,"R",3591742,"R",6,"R",308647,"R",26,"R",1428182,"R",25,"R",1013523,"Z",0,"Z",0,"R",16,"R",666190,"Z",0,"Z",0,"R",80,"R",3518513,"R",10,"R",507010,"Z",0,"Z",0
101541,"R",65,"R",2497333,"Z",0,"Z",0,"R",2,"R",69475,"R",16,"R",602830,"R",6,"R",594260,"R",3,"R",146799,"R",3,"R",100855,"R",2,"R",61578,"R",4,"R",162535,"R",14,"R",314043,"R",1,"R",34067,"R",10,"R",268262,"R",4,"R",142629,"Z",0,"Z",0
101569,"R",143,"R",7537016,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",487319,"R",27,"R",2435905,"R",7,"R",386349,"R",5,"R",370493,"R",10,"R",482466,"Z",0,"Z",0,"R",19,"R",730738,"R",5,"R",261190,"R",57,"R",2203037,"R",3,"R",134575,"R",1,"R",44944
101587,"R",301,"R",14553849,"R",2,"R",75000,"R",4,"R",207240,"R",14,"R",618653,"R",38,"R",3581496,"R",31,"R",1507991,"R",13,"R",624423,"R",53,"R",2904154,"Z",0,"Z",0,"R",56,"R",1579947,"Z",0,"Z",0,"R",64,"R",2220988,"R",22,"R",1044781,"R",4,"R",189176
101602,"R",67,"R",3445930,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",64555,"R",11,"R",1043800,"R",11,"R",725177,"R",4,"R",215950,"R",11,"R",473619,"Z",0,"Z",0,"R",6,"R",175516,"Z",0,"Z",0,"R",22,"R",714437,"R",1,"R",32876,"Z",0,"Z",0
101648,"R",84,"R",4104236,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",849294,"R",12,"R",984223,"R",6,"R",308563,"R",1,"R",55624,"R",5,"R",250953,"R",1,"R",54774,"R",17,"R",662956,"R",2,"R",94930,"R",15,"R",557710,"R",4,"R",184790,"R",3,"R",100419
101675,"R",169,"R",6227022,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",129621,"R",21,"R",1640884,"R",8,"R",384705,"R",5,"R",161244,"R",28,"R",1137630,"R",3,"R",120640,"R",52,"R",1047019,"Z",0,"Z",0,"R",48,"R",1605279,"Z",0,"Z",0,"Z",0,"Z",0
101693,"R",124,"R",4819807,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",161531,"R",24,"R",1631815,"R",12,"R",449111,"R",6,"R",231400,"R",35,"R",1227302,"R",1,"R",48000,"R",8,"R",194000,"Z",0,"Z",0,"R",33,"R",876648,"Z",0,"Z",0,"Z",0,"Z",0
101709,"R",341,"R",16482700,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",1174757,"R",51,"R",4897322,"R",15,"R",717536,"R",10,"R",554706,"R",80,"R",3701216,"R",6,"R",241409,"R",59,"R",1833798,"Z",0,"Z",0,"R",66,"R",2084386,"R",28,"R",1277570,"Z",0,"Z",0
101736,"R",119,"R",5955035,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",775059,"R",28,"R",2168011,"R",5,"R",281495,"R",6,"R",284933,"R",8,"R",380701,"Z",0,"Z",0,"R",19,"R",693298,"Z",0,"Z",0,"R",35,"R",1371538,"Z",0,"Z",0,"Z",0,"Z",0
101879,"R",439,"R",19395941,"Z",0,"Z",0,"Z",0,"Z",0,"R",63,"R",2869458,"R",53,"R",5105497,"R",30,"R",1302587,"R",24,"R",1283572,"R",43,"R",2028119,"R",9,"R",415424,"R",89,"R",2341401,"Z",0,"Z",0,"R",96,"R",2880148,"R",26,"R",972229,"R",6,"R",197506
101897,"R",67,"R",3945178,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",440112,"R",7,"R",747472,"R",2,"R",215325,"R",3,"R",188502,"R",5,"R",348583,"Z",0,"Z",0,"R",8,"R",291739,"R",2,"R",149060,"R",29,"R",1362711,"R",4,"R",201674,"Z",0,"Z",0
101912,"R",212,"R",7650850,"R",2,"R",56236,"R",1,"R",38900,"R",15,"R",592698,"R",43,"R",1924644,"R",27,"R",952806,"R",28,"R",1253140,"R",12,"R",512859,"R",4,"R",187541,"R",22,"R",462053,"Z",0,"Z",0,"R",45,"R",1333530,"R",12,"R",307900,"R",1,"R",28543
101949,"R",83,"R",4279748,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",1785364,"R",11,"R",1042592,"R",1,"R",89778,"R",1,"R",55453,"R",1,"R",52583,"Z",0,"Z",0,"R",6,"R",224721,"Z",0,"Z",0,"R",25,"R",1029257,"Z",0,"Z",0,"Z",0,"Z",0
101958,"R",2,"R",124000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",124000,"Z",0,"Z",0,"Z",0,"Z",0
101994,"R",26,"R",1579705,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",409472,"R",4,"R",387612,"R",2,"R",122346,"R",2,"R",130619,"R",2,"R",46198,"Z",0,"Z",0,"R",4,"R",190913,"Z",0,"Z",0,"R",5,"R",292545,"Z",0,"Z",0,"Z",0,"Z",0
102030,"R",122,"R",5754673,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",864035,"R",15,"R",1329132,"Z",0,"Z",0,"R",3,"R",250651,"R",5,"R",315530,"Z",0,"Z",0,"R",23,"R",865720,"Z",0,"Z",0,"R",55,"R",2129605,"Z",0,"Z",0,"Z",0,"Z",0
102049,"R",641,"R",37196140,"Z",0,"Z",0,"Z",0,"Z",0,"R",35,"R",1801818,"R",114,"R",12310955,"R",53,"R",2973207,"R",46,"R",2700531,"R",130,"R",6912652,"R",12,"R",478892,"R",29,"R",998664,"R",6,"R",175920,"R",197,"R",8141793,"R",17,"R",644658,"R",2,"R",57050
102058,"R",39,"R",1123600,"Z",0,"Z",0,"R",1,"R",36000,"R",8,"R",232000,"Z",0,"Z",0,"R",3,"R",88800,"R",1,"R",32000,"R",5,"R",146400,"R",6,"R",178800,"R",2,"R",48400,"Z",0,"Z",0,"R",7,"R",211200,"R",6,"R",150000,"Z",0,"Z",0
102067,"R",174,"R",9681489,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",421689,"R",54,"R",4129262,"R",1,"R",45869,"R",13,"R",877234,"R",3,"R",139469,"Z",0,"Z",0,"R",6,"R",185648,"Z",0,"Z",0,"R",71,"R",3223748,"R",18,"R",658570,"Z",0,"Z",0
102076,"R",62,"R",3540901,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",119324,"R",18,"R",1809613,"R",2,"R",95445,"R",3,"R",149884,"R",4,"R",145302,"Z",0,"Z",0,"R",10,"R",390040,"Z",0,"Z",0,"R",23,"R",831293,"Z",0,"Z",0,"Z",0,"Z",0
102094,"R",1162,"R",57040122,"Z",0,"Z",0,"Z",0,"Z",0,"R",177,"R",7266890,"R",156,"R",16994503,"R",117,"R",6157728,"R",70,"R",3643542,"R",80,"R",5895388,"R",17,"R",740023,"R",176,"R",4557115,"R",8,"R",241445,"R",247,"R",7517393,"R",104,"R",3672641,"R",10,"R",353454
102234,"R",208,"R",9052076,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",602534,"R",41,"R",3490108,"R",10,"R",454172,"R",9,"R",419207,"R",39,"R",1441169,"R",1,"R",65567,"R",41,"R",995992,"R",2,"R",51300,"R",33,"R",922155,"R",18,"R",591347,"R",1,"R",18525
102261,"R",18,"R",690949,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",354533,"R",3,"R",203000,"R",1,"R",43000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",28296,"R",2,"R",62120,"Z",0,"Z",0
102270,"R",89,"R",3133431,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",264000,"R",10,"R",657676,"R",9,"R",383890,"R",2,"R",101945,"R",22,"R",799291,"R",1,"R",36750,"R",28,"R",593344,"Z",0,"Z",0,"R",10,"R",296535,"Z",0,"Z",0,"Z",0,"Z",0
102298,"R",91,"R",3741528,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",55000,"R",31,"R",1908249,"R",2,"R",95000,"R",2,"R",105000,"R",11,"R",413543,"R",1,"R",40000,"R",18,"R",425340,"R",1,"R",25000,"R",14,"R",427416,"R",8,"R",197220,"R",2,"R",49760
102313,"R",66,"R",3190914,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",276244,"R",15,"R",1247171,"R",7,"R",472125,"R",3,"R",143972,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",201509,"Z",0,"Z",0,"R",25,"R",849893,"Z",0,"Z",0,"Z",0,"Z",0
102368,"R",983,"R",48145756,"Z",0,"Z",0,"Z",0,"Z",0,"R",59,"R",2981097,"R",235,"R",18051965,"R",62,"R",2573057,"R",62,"R",2958538,"R",179,"R",9167998,"R",5,"R",264156,"R",41,"R",1547004,"R",41,"R",1620241,"R",292,"R",8779253,"R",3,"R",99861,"R",4,"R",102586
102377,"R",362,"R",13655113,"R",21,"R",681396,"R",4,"R",216322,"R",98,"R",4367991,"R",18,"R",1151478,"R",42,"R",1524684,"R",11,"R",446831,"R",56,"R",1708728,"R",2,"R",163491,"R",29,"R",949837,"R",1,"R",52011,"R",72,"R",2059704,"R",8,"R",332640,"Z",0,"Z",0
102395,"R",35,"R",1900276,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",431513,"R",8,"R",786401,"R",1,"R",37644,"R",4,"R",214138,"R",4,"R",175519,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",177734,"R",1,"R",47500,"R",1,"R",29827
102429,"R",166,"R",8089668,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",702468,"R",34,"R",2927943,"R",16,"R",644894,"R",6,"R",297426,"R",15,"R",647501,"Z",0,"Z",0,"R",27,"R",870381,"Z",0,"Z",0,"R",51,"R",1999055,"Z",0,"Z",0,"Z",0,"Z",0
102553,"R",859,"R",53873495,"R",74,"R",4725351,"R",79,"R",3312708,"R",53,"R",4010791,"R",117,"R",12126181,"R",19,"R",1217884,"R",70,"R",4610029,"R",65,"R",3843244,"R",4,"R",246174,"R",30,"R",1734817,"R",12,"R",546796,"R",261,"R",13656957,"R",70,"R",3569188,"R",5,"R",273375
102580,"R",4,"R",193197,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",48000,"R",2,"R",84098,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",61099,"Z",0,"Z",0
102614,"R",1369,"R",94201368,"R",494,"R",33197360,"R",123,"R",8291414,"R",41,"R",2956887,"R",167,"R",17152931,"R",56,"R",4006518,"R",57,"R",4167543,"R",71,"R",4170260,"R",8,"R",659186,"R",26,"R",1444908,"Z",0,"Z",0,"R",214,"R",11656490,"R",95,"R",5539913,"R",17,"R",957958
102632,"R",176,"R",10779570,"R",5,"R",203100,"R",2,"R",100192,"R",8,"R",490530,"R",46,"R",3887321,"R",10,"R",612603,"R",16,"R",1010650,"R",6,"R",366073,"R",1,"R",88296,"R",21,"R",819361,"Z",0,"Z",0,"R",49,"R",2550872,"R",12,"R",650572,"Z",0,"Z",0
102669,"R",65,"R",3476773,"R",1,"R",64098,"R",1,"R",38000,"R",20,"R",593033,"R",12,"R",1177892,"R",6,"R",464572,"R",7,"R",411868,"R",4,"R",179036,"Z",0,"Z",0,"R",3,"R",91576,"R",2,"R",64480,"R",9,"R",392218,"Z",0,"Z",0,"Z",0,"Z",0
102845,"R",60,"R",2946713,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",85571,"R",18,"R",1355395,"R",1,"R",47840,"R",3,"R",108236,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",101816,"Z",0,"Z",0,"R",32,"R",1247855,"Z",0,"Z",0,"Z",0,"Z",0
103501,"R",27,"R",1377550,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",401755,"R",2,"R",104414,"R",2,"R",112558,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",758823,"Z",0,"Z",0,"Z",0,"Z",0
103529,"R",170,"R",15054614,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",48,"R",6249132,"R",35,"R",2544407,"R",42,"R",3548522,"R",5,"R",309172,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",76835,"R",39,"R",2326546,"Z",0,"Z",0,"Z",0,"Z",0
103778,"R",103,"R",7548615,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",175880,"R",55,"R",5237981,"R",13,"R",640304,"R",9,"R",498096,"R",5,"R",244998,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",751356,"Z",0,"Z",0,"Z",0,"Z",0
103893,"R",24,"R",1322536,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",496832,"R",8,"R",589703,"Z",0,"Z",0,"R",4,"R",202222,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",33779,"Z",0,"Z",0,"Z",0,"Z",0
103909,"R",34,"R",2220740,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",735110,"R",16,"R",1294164,"Z",0,"Z",0,"R",1,"R",33779,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",34745,"Z",0,"Z",0,"R",3,"R",122942,"Z",0,"Z",0,"Z",0,"Z",0
103945,"R",13,"R",406596,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",123568,"R",1,"R",35892,"R",3,"R",92676,"R",1,"R",30892,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",123568,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
104090,"R",49,"R",2999022,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",1268657,"Z",0,"Z",0,"R",10,"R",775316,"R",1,"R",44990,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",739562,"R",4,"R",136219,"R",1,"R",34278,"Z",0,"Z",0
104151,"R",5518,"R",348666136,"R",113,"R",11602824,"Z",0,"Z",0,"R",227,"R",12667722,"R",1111,"R",118320093,"R",911,"R",46575900,"R",1189,"R",69416621,"R",669,"R",34862981,"R",51,"R",3957461,"R",206,"R",8318369,"R",20,"R",870230,"R",784,"R",32302999,"R",181,"R",7751988,"R",56,"R",2018948
104160,"R",303,"R",13675401,"R",3,"R",124867,"R",7,"R",348085,"R",17,"R",841194,"R",47,"R",3482961,"R",10,"R",441226,"R",24,"R",1161249,"R",45,"R",2161307,"R",1,"R",42993,"R",50,"R",1664514,"Z",0,"Z",0,"R",83,"R",2769100,"R",13,"R",496360,"R",3,"R",141545
104179,"R",6594,"R",357823385,"R",361,"R",14842908,"R",90,"R",8247987,"R",830,"R",44092710,"R",183,"R",27198180,"R",1243,"R",60806216,"R",1237,"R",87129882,"R",445,"R",33389067,"R",118,"R",3786861,"R",688,"R",21701772,"R",29,"R",876541,"R",928,"R",38736829,"R",319,"R",12710480,"R",123,"R",4303952
104188,"R",11,"R",606760,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",125000,"R",4,"R",315360,"R",1,"R",38000,"R",1,"R",40000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",59280,"R",1,"R",29120,"Z",0,"Z",0
104346,"R",261,"R",13273799,"Z",0,"Z",0,"Z",0,"Z",0,"R",68,"R",3190170,"R",49,"R",3862114,"R",11,"R",589716,"R",27,"R",1426382,"R",11,"R",501774,"R",3,"R",143724,"R",42,"R",1571853,"Z",0,"Z",0,"R",50,"R",1988066,"Z",0,"Z",0,"Z",0,"Z",0
104364,"R",8,"R",414006,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",173606,"R",3,"R",204000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",36400,"Z",0,"Z",0,"Z",0,"Z",0
104425,"R",269,"R",13041885,"Z",0,"Z",0,"Z",0,"Z",0,"R",23,"R",1002293,"R",62,"R",4578571,"R",16,"R",755320,"R",19,"R",999380,"R",34,"R",1522297,"R",3,"R",152342,"R",28,"R",894582,"Z",0,"Z",0,"R",63,"R",2282328,"R",21,"R",854772,"Z",0,"Z",0
104577,"R",150,"R",10106972,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",1725852,"R",18,"R",2372045,"R",13,"R",1198805,"R",10,"R",923885,"R",8,"R",639873,"R",1,"R",57076,"R",30,"R",1429053,"Z",0,"Z",0,"R",44,"R",1760383,"Z",0,"Z",0,"Z",0,"Z",0
