UNITID,XSANIN01,SANIN01,XSANIT01,SANIT01,XSANIN02,SANIN02,XSANIT02,SANIT02,XSANIN03,SANIN03,XSANIT03,SANIT03,XSANIN04,SANIN04,XSANIT04,SANIT04,XSANIN05,SANIN05,XSANIT05,SANIT05,XSANIN06,SANIN06,XSANIT06,SANIT06,XSANIN07,SANIN07,XSANIT07,SANIT07,XSANIN08,SANIN08,XSANIT08,SANIT08,XSANIN09,SANIN09,XSANIT09,SANIT09,XSANIN10,SANIN10,XSANIT10,SANIT10,XSANIN11,SANIN11,XSANIT11,SANIT11,XSANIN12,SANIN12,XSANIT12,SANIT12,XSANIN13,SANIN13,XSANIT13,SANIT13,XSANIN14,SANIN14,XSANIT14,SANIT14 
188137,"R",285,"R",13981100,"Z",0,"Z",0,"R",7,"R",365377,"R",58,"R",2360458,"R",74,"R",5584748,"R",23,"R",1055128,"R",21,"R",1043692,"R",13,"R",596475,"Z",0,"Z",0,"R",44,"R",1277090,"R",3,"R",96194,"R",31,"R",1178011,"R",11,"R",423927,"Z",0,"Z",0
188146,"R",57,"R",3045033,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",323598,"R",15,"R",1284189,"R",1,"R",60822,"R",1,"R",53945,"R",2,"R",89102,"Z",0,"Z",0,"R",9,"R",312119,"R",14,"R",630169,"R",7,"R",291089,"Z",0,"Z",0,"Z",0,"Z",0
188182,"R",60,"R",2572702,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",110160,"R",10,"R",856622,"Z",0,"Z",0,"R",3,"R",131618,"R",26,"R",919660,"Z",0,"Z",0,"R",8,"R",206664,"Z",0,"Z",0,"R",10,"R",347978,"Z",0,"Z",0,"Z",0,"Z",0
188207,"R",17,"R",1049731,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",267639,"R",3,"R",400198,"R",3,"R",130131,"R",1,"R",90684,"R",1,"R",36366,"Z",0,"Z",0,"R",1,"R",37622,"Z",0,"Z",0,"R",2,"R",87091,"Z",0,"Z",0,"Z",0,"Z",0
188216,"R",58,"R",3397468,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",109760,"R",15,"R",1326565,"R",2,"R",156948,"R",6,"R",218216,"R",3,"R",172119,"Z",0,"Z",0,"R",18,"R",793927,"Z",0,"Z",0,"R",12,"R",619933,"Z",0,"Z",0,"Z",0,"Z",0
188225,"R",71,"R",3488455,"R",1,"R",41200,"Z",0,"Z",0,"R",12,"R",430668,"R",11,"R",869154,"R",17,"R",923825,"R",2,"R",114972,"R",4,"R",193697,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",700226,"R",3,"R",137342,"R",3,"R",77371
188261,"R",43,"R",2008496,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",526979,"R",10,"R",770952,"R",4,"R",137857,"R",3,"R",156500,"R",1,"R",45835,"Z",0,"Z",0,"R",4,"R",106870,"R",2,"R",71313,"R",6,"R",192190,"Z",0,"Z",0,"Z",0,"Z",0
188304,"R",237,"R",10049377,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",1523626,"R",50,"R",3622636,"R",16,"R",541546,"R",19,"R",795331,"R",18,"R",737577,"R",3,"R",91937,"R",35,"R",765617,"Z",0,"Z",0,"R",51,"R",1396272,"R",8,"R",545110,"R",1,"R",29725
188340,"R",88,"R",5974712,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",846113,"R",34,"R",3670498,"R",6,"R",321085,"R",6,"R",456346,"R",1,"R",74674,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",434422,"R",4,"R",171574,"Z",0,"Z",0
188429,"R",769,"R",51737894,"Z",0,"Z",0,"Z",0,"Z",0,"R",89,"R",5551593,"R",148,"R",18663219,"R",54,"R",3026165,"R",45,"R",2933130,"R",97,"R",5269633,"R",12,"R",827821,"R",101,"R",4868042,"R",2,"R",130048,"R",181,"R",7745325,"R",35,"R",2505466,"R",5,"R",217452
188438,"R",122,"R",6312921,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",189209,"R",27,"R",2028489,"R",10,"R",569810,"R",8,"R",462170,"R",7,"R",421826,"Z",0,"Z",0,"R",22,"R",760152,"Z",0,"Z",0,"R",42,"R",1748755,"R",3,"R",132510,"Z",0,"Z",0
188517,"R",33,"R",1824582,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",40011,"R",6,"R",624970,"R",1,"R",54038,"R",1,"R",53272,"R",13,"R",623124,"Z",0,"Z",0,"R",2,"R",67813,"Z",0,"Z",0,"R",9,"R",361354,"Z",0,"Z",0,"Z",0,"Z",0
188526,"R",150,"R",10333742,"R",10,"R",391194,"R",3,"R",242925,"R",19,"R",938701,"R",40,"R",4773029,"R",15,"R",888898,"R",13,"R",670557,"R",20,"R",958182,"R",6,"R",429313,"R",9,"R",398450,"Z",0,"Z",0,"R",15,"R",642493,"Z",0,"Z",0,"Z",0,"Z",0
188535,"R",72,"R",4271178,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",803509,"R",15,"R",1569070,"R",7,"R",332423,"R",6,"R",339339,"R",17,"R",768463,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",415950,"R",1,"R",42424,"Z",0,"Z",0
188580,"R",1204,"R",72842068,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",198331,"R",154,"R",15767571,"R",42,"R",2167880,"R",15,"R",789398,"R",23,"R",1346241,"R",392,"R",32160720,"R",116,"R",4123659,"Z",0,"Z",0,"R",456,"R",16288268,"Z",0,"Z",0,"Z",0,"Z",0
188641,"R",340,"R",13891225,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"R",1366837,"R",34,"R",3362962,"R",24,"R",1177283,"R",31,"R",1347789,"R",33,"R",1348449,"R",8,"R",302446,"R",55,"R",1363080,"R",20,"R",916825,"R",71,"R",1773079,"R",29,"R",878671,"R",2,"R",53804
188678,"R",30,"R",2262847,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",60867,"R",9,"R",1042642,"R",2,"R",214302,"Z",0,"Z",0,"R",9,"R",460484,"Z",0,"Z",0,"R",5,"R",245374,"Z",0,"Z",0,"R",4,"R",239178,"Z",0,"Z",0,"Z",0,"Z",0
188687,"R",16,"R",1223359,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",53312,"R",8,"R",809217,"R",1,"R",80153,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",280677,"Z",0,"Z",0,"Z",0,"Z",0
188854,"R",148,"R",11495319,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",1114112,"R",8,"R",3118932,"R",11,"R",889763,"R",10,"R",787861,"R",19,"R",1323673,"R",1,"R",68291,"R",22,"R",1188539,"R",22,"R",1183726,"R",38,"R",1820422,"Z",0,"Z",0,"Z",0,"Z",0
189015,"R",289,"R",23085288,"R",1,"R",136705,"Z",0,"Z",0,"R",132,"R",9524383,"R",47,"R",6607616,"R",29,"R",2467217,"R",6,"R",478451,"R",8,"R",474730,"R",1,"R",82995,"R",18,"R",657779,"R",8,"R",302314,"R",37,"R",2196645,"R",2,"R",156453,"Z",0,"Z",0
189088,"R",555,"R",34417956,"R",8,"R",840438,"Z",0,"Z",0,"R",116,"R",6859037,"R",48,"R",6679528,"R",50,"R",3128828,"R",24,"R",1441782,"R",59,"R",3295004,"R",7,"R",468442,"R",57,"R",2741890,"Z",0,"Z",0,"R",69,"R",3132310,"R",109,"R",5495542,"R",8,"R",335155
189097,"R",527,"R",37126654,"R",3,"R",196650,"Z",0,"Z",0,"R",67,"R",3933412,"R",77,"R",10040298,"R",40,"R",3458028,"R",29,"R",2247637,"R",48,"R",3478387,"R",3,"R",254795,"R",135,"R",6761839,"Z",0,"Z",0,"R",102,"R",5127015,"R",23,"R",1628593,"Z",0,"Z",0
189228,"R",205,"R",13195839,"Z",0,"Z",0,"Z",0,"Z",0,"R",131,"R",8223619,"R",13,"R",1866726,"R",16,"R",847942,"Z",0,"Z",0,"R",6,"R",338546,"Z",0,"Z",0,"R",15,"R",716848,"Z",0,"Z",0,"R",24,"R",1202158,"Z",0,"Z",0,"Z",0,"Z",0
189264,"R",1,"R",20800,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",20800,"Z",0,"Z",0,"Z",0,"Z",0
189273,"R",4,"R",140554,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",140554,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
189282,"R",9,"R",560557,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",93799,"R",2,"R",197018,"R",2,"R",128675,"R",1,"R",55765,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",85300,"Z",0,"Z",0,"Z",0,"Z",0
189413,"R",78,"R",3509742,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",130710,"R",18,"R",1233562,"Z",0,"Z",0,"R",3,"R",115700,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",353850,"Z",0,"Z",0,"R",44,"R",1675920,"Z",0,"Z",0,"Z",0,"Z",0
189422,"R",33,"R",1407503,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",261026,"R",7,"R",577693,"R",8,"R",162136,"R",3,"R",60000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",318133,"R",1,"R",28515,"Z",0,"Z",0,"Z",0,"Z",0
189459,"R",26,"R",1609431,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",736398,"R",1,"R",157674,"R",5,"R",310678,"R",3,"R",216096,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",188585,"Z",0,"Z",0,"Z",0,"Z",0
189501,"R",155,"R",11873254,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",1919771,"R",22,"R",3698416,"R",14,"R",856959,"R",18,"R",1472038,"R",17,"R",1315165,"Z",0,"Z",0,"R",13,"R",526115,"Z",0,"Z",0,"R",31,"R",1560893,"R",12,"R",523897,"Z",0,"Z",0
189547,"R",239,"R",12369880,"Z",0,"Z",0,"Z",0,"Z",0,"R",62,"R",3252524,"R",28,"R",2886365,"R",12,"R",661508,"R",12,"R",826810,"R",11,"R",640083,"Z",0,"Z",0,"R",39,"R",1305689,"Z",0,"Z",0,"R",64,"R",2317659,"R",1,"R",32594,"R",10,"R",446648
189556,"R",27,"R",1766223,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",42082,"R",4,"R",454015,"R",1,"R",55751,"R",1,"R",76443,"R",13,"R",758138,"Z",0,"Z",0,"R",1,"R",36554,"Z",0,"Z",0,"R",6,"R",343240,"Z",0,"Z",0,"Z",0,"Z",0
189565,"R",24,"R",1356443,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",80208,"R",3,"R",306172,"Z",0,"Z",0,"R",3,"R",172837,"R",11,"R",585062,"Z",0,"Z",0,"R",1,"R",37107,"R",1,"R",67852,"R",3,"R",107205,"Z",0,"Z",0,"Z",0,"Z",0
189574,"R",35,"R",1796802,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",153944,"R",5,"R",476311,"R",1,"R",61672,"Z",0,"Z",0,"R",15,"R",670060,"Z",0,"Z",0,"R",5,"R",209959,"Z",0,"Z",0,"R",6,"R",224856,"Z",0,"Z",0,"Z",0,"Z",0
189583,"R",31,"R",1852128,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",95503,"R",8,"R",752986,"Z",0,"Z",0,"R",1,"R",64376,"R",17,"R",750562,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",188701,"Z",0,"Z",0,"Z",0,"Z",0
189592,"R",20,"R",1447927,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",73104,"R",5,"R",573024,"R",1,"R",56080,"R",1,"R",62850,"R",9,"R",580575,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",102294,"Z",0,"Z",0,"Z",0,"Z",0
189705,"R",348,"R",17075220,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"R",325624,"R",91,"R",6730356,"R",15,"R",936387,"R",21,"R",1221932,"R",36,"R",2150951,"R",7,"R",297280,"R",58,"R",1733741,"Z",0,"Z",0,"R",81,"R",2461324,"R",15,"R",637628,"R",11,"R",579997
189811,"R",25,"R",1193409,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",226280,"R",6,"R",323999,"R",1,"R",80000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",146000,"R",11,"R",417130,"Z",0,"Z",0,"Z",0,"Z",0
189839,"R",119,"R",6906078,"Z",0,"Z",0,"Z",0,"Z",0,"R",19,"R",1154002,"R",24,"R",2122037,"R",6,"R",418708,"R",14,"R",771248,"R",10,"R",591767,"R",1,"R",55262,"R",12,"R",431601,"Z",0,"Z",0,"R",27,"R",1090409,"R",6,"R",271044,"Z",0,"Z",0
189848,"R",168,"R",6937594,"R",1,"R",58500,"Z",0,"Z",0,"R",12,"R",447254,"R",21,"R",1897448,"R",10,"R",583265,"R",11,"R",438516,"R",19,"R",942282,"R",2,"R",119048,"R",64,"R",1583670,"Z",0,"Z",0,"R",19,"R",565117,"R",9,"R",302494,"Z",0,"Z",0
189857,"R",11,"R",391817,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",140624,"R",3,"R",128426,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",122767,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
189981,"R",23,"R",908828,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",305032,"R",4,"R",109068,"R",2,"R",89622,"Z",0,"Z",0,"R",2,"R",94718,"Z",0,"Z",0,"R",6,"R",235482,"Z",0,"Z",0,"R",2,"R",74906,"Z",0,"Z",0,"Z",0,"Z",0
190035,"R",986,"R",83476398,"R",8,"R",682500,"Z",0,"Z",0,"R",32,"R",2375401,"R",375,"R",44279737,"R",103,"R",7860063,"R",179,"R",11535573,"R",114,"R",8469490,"R",1,"R",57011,"R",23,"R",1086554,"Z",0,"Z",0,"R",148,"R",7001945,"Z",0,"Z",0,"R",3,"R",128124
190044,"R",493,"R",27417891,"R",14,"R",639928,"Z",0,"Z",0,"R",4,"R",233362,"R",84,"R",9515408,"R",55,"R",2925581,"R",34,"R",1882158,"R",79,"R",4225696,"R",6,"R",282371,"R",71,"R",2055648,"Z",0,"Z",0,"R",114,"R",4137042,"R",29,"R",1382315,"R",3,"R",138382
190053,"R",66,"R",3409940,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"R",1006106,"R",10,"R",797125,"R",7,"R",321676,"R",5,"R",252816,"Z",0,"Z",0,"R",1,"R",55571,"R",7,"R",232754,"R",1,"R",42500,"R",14,"R",561535,"R",3,"R",139857,"Z",0,"Z",0
190071,"R",11,"R",815397,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",298072,"R",2,"R",247201,"Z",0,"Z",0,"R",1,"R",72099,"Z",0,"Z",0,"R",1,"R",106451,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",91574,"Z",0,"Z",0,"Z",0,"Z",0
190080,"R",25,"R",1405453,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",277463,"R",6,"R",560018,"R",2,"R",97031,"R",1,"R",61500,"R",1,"R",29380,"Z",0,"Z",0,"R",4,"R",175584,"Z",0,"Z",0,"R",6,"R",204477,"Z",0,"Z",0,"Z",0,"Z",0
190099,"R",621,"R",39131527,"Z",0,"Z",0,"Z",0,"Z",0,"R",41,"R",2584910,"R",67,"R",8974003,"R",62,"R",4199805,"R",46,"R",3071034,"R",103,"R",6497946,"R",9,"R",533566,"R",115,"R",5132495,"Z",0,"Z",0,"R",128,"R",4998954,"R",48,"R",3051641,"R",2,"R",87173
190114,"R",79,"R",5555998,"Z",0,"Z",0,"Z",0,"Z",0,"R",41,"R",2201421,"R",10,"R",1496339,"R",6,"R",570800,"R",8,"R",481545,"R",1,"R",60339,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"R",624005,"R",3,"R",121549,"Z",0,"Z",0
190150,"R",6335,"R",497499271,"R",843,"R",67808121,"Z",0,"Z",0,"R",407,"R",27443155,"R",1481,"R",168885918,"R",346,"R",28164810,"R",607,"R",47886823,"R",212,"R",16241345,"R",63,"R",5779633,"R",981,"R",48468082,"R",16,"R",868904,"R",1134,"R",68217022,"R",179,"R",13332478,"R",66,"R",4402980
190169,"R",90,"R",4576975,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",780022,"R",22,"R",1596713,"R",5,"R",205310,"R",10,"R",463725,"R",8,"R",393134,"R",1,"R",48758,"R",10,"R",382394,"Z",0,"Z",0,"R",13,"R",541924,"R",4,"R",164995,"Z",0,"Z",0
190248,"R",90,"R",5263648,"R",1,"R",72828,"Z",0,"Z",0,"R",8,"R",404291,"R",31,"R",2433108,"R",5,"R",260336,"R",4,"R",211463,"R",13,"R",711487,"R",2,"R",72200,"Z",0,"Z",0,"Z",0,"Z",0,"R",20,"R",784373,"R",6,"R",313562,"Z",0,"Z",0
190372,"R",163,"R",12621665,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",435528,"R",31,"R",6008887,"R",9,"R",596028,"R",13,"R",996226,"R",10,"R",804167,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",69,"R",2588719,"R",20,"R",1192110,"Z",0,"Z",0
190415,"R",7994,"R",536546575,"R",776,"R",47545370,"R",198,"R",17478436,"R",383,"R",24235363,"R",823,"R",118312486,"R",841,"R",59773182,"R",929,"R",68297202,"R",327,"R",23013922,"R",485,"R",25243728,"R",1179,"R",46085264,"R",48,"R",2348540,"R",1456,"R",73435943,"R",488,"R",28175304,"R",61,"R",2601835
190424,"R",4430,"R",314196890,"Z",0,"Z",0,"Z",0,"Z",0,"R",17,"R",1107044,"R",301,"R",52433745,"R",518,"R",44812451,"R",788,"R",54801331,"R",39,"R",3139249,"R",467,"R",41494929,"R",414,"R",17581604,"Z",0,"Z",0,"R",1823,"R",94673911,"R",57,"R",3766963,"R",6,"R",385663
190442,"R",141,"R",7209504,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",769985,"R",26,"R",2189003,"R",8,"R",428274,"R",8,"R",352368,"R",13,"R",663688,"R",2,"R",90170,"R",28,"R",833433,"R",1,"R",44115,"R",33,"R",1540801,"R",7,"R",297667,"Z",0,"Z",0
190451,"R",8,"R",534000,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",237000,"R",2,"R",195000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",102000,"Z",0,"Z",0,"Z",0,"Z",0
190503,"R",536,"R",35372496,"Z",0,"Z",0,"Z",0,"Z",0,"R",52,"R",2235159,"R",209,"R",20096132,"R",56,"R",2524769,"R",15,"R",1013692,"R",9,"R",545749,"R",5,"R",322905,"R",86,"R",3470121,"R",6,"R",189503,"R",57,"R",2312270,"R",40,"R",2628666,"R",1,"R",33530
190512,"R",710,"R",44605193,"Z",0,"Z",0,"R",2,"R",232728,"R",48,"R",3164082,"R",169,"R",17811279,"R",29,"R",1886277,"R",44,"R",2959823,"R",54,"R",3497964,"Z",0,"Z",0,"R",183,"R",6166598,"Z",0,"Z",0,"R",144,"R",6008376,"R",28,"R",2171738,"R",9,"R",706328
190521,"R",747,"R",44259634,"Z",0,"Z",0,"Z",0,"Z",0,"R",61,"R",3773148,"R",109,"R",11433998,"R",26,"R",1669311,"R",85,"R",4840844,"R",117,"R",6452445,"R",1,"R",84744,"R",147,"R",4940470,"Z",0,"Z",0,"R",130,"R",5016181,"R",40,"R",3528128,"R",31,"R",2520365
190530,"R",574,"R",33321306,"Z",0,"Z",0,"Z",0,"Z",0,"R",35,"R",2464563,"R",82,"R",8766999,"R",26,"R",1709233,"R",64,"R",3470522,"R",54,"R",3435847,"R",1,"R",90756,"R",124,"R",4147678,"Z",0,"Z",0,"R",129,"R",5109842,"R",29,"R",2124109,"R",30,"R",2001757
190549,"R",721,"R",45687911,"Z",0,"Z",0,"Z",0,"Z",0,"R",48,"R",3341058,"R",130,"R",14209367,"R",39,"R",2433896,"R",78,"R",4731068,"R",66,"R",4615215,"R",1,"R",96635,"R",128,"R",4649317,"Z",0,"Z",0,"R",177,"R",6905116,"R",26,"R",2163456,"R",28,"R",2542783
190558,"R",553,"R",35939239,"Z",0,"Z",0,"Z",0,"Z",0,"R",41,"R",2871621,"R",100,"R",10906597,"R",28,"R",1921128,"R",76,"R",4917942,"R",45,"R",3010815,"R",3,"R",233395,"R",88,"R",3128264,"Z",0,"Z",0,"R",116,"R",4753374,"R",29,"R",2162424,"R",27,"R",2033679
190567,"R",818,"R",53052838,"R",1,"R",99607,"R",1,"R",96635,"R",60,"R",4192430,"R",145,"R",15927281,"R",54,"R",3686656,"R",102,"R",6891990,"R",50,"R",3480263,"R",4,"R",324340,"R",204,"R",6658924,"Z",0,"Z",0,"R",114,"R",4678817,"R",37,"R",2930169,"R",46,"R",4085726
190576,"R",551,"R",43738293,"R",3,"R",292895,"R",5,"R",650794,"R",60,"R",4088953,"R",185,"R",20632273,"R",50,"R",3514371,"R",67,"R",4892544,"R",63,"R",4241338,"Z",0,"Z",0,"R",38,"R",1281869,"Z",0,"Z",0,"R",76,"R",3980944,"Z",0,"Z",0,"R",4,"R",162312
190585,"R",405,"R",24262600,"Z",0,"Z",0,"R",1,"R",116364,"R",40,"R",2274075,"R",76,"R",7879647,"R",16,"R",933929,"R",41,"R",2281352,"R",46,"R",2655901,"R",1,"R",83074,"R",73,"R",2522216,"Z",0,"Z",0,"R",80,"R",3062358,"R",17,"R",1332038,"R",14,"R",1121646
190594,"R",921,"R",58012295,"Z",0,"Z",0,"R",2,"R",232728,"R",54,"R",3717720,"R",151,"R",16377477,"R",66,"R",4506032,"R",113,"R",7322163,"R",66,"R",4418392,"R",2,"R",150312,"R",206,"R",7144971,"Z",0,"Z",0,"R",184,"R",8045555,"R",47,"R",3665968,"R",30,"R",2430977
190600,"R",575,"R",37289244,"R",1,"R",123000,"R",1,"R",138000,"R",38,"R",2239808,"R",142,"R",14610159,"R",50,"R",3410498,"R",50,"R",2913308,"R",62,"R",3630253,"R",1,"R",40129,"R",90,"R",3007388,"Z",0,"Z",0,"R",95,"R",3970374,"R",19,"R",1297956,"R",26,"R",1908371
190619,"R",581,"R",34782300,"Z",0,"Z",0,"Z",0,"Z",0,"R",39,"R",2404285,"R",108,"R",10704937,"R",30,"R",2000260,"R",73,"R",4045350,"R",51,"R",3048326,"R",1,"R",83074,"R",108,"R",3603482,"Z",0,"Z",0,"R",113,"R",4606309,"R",23,"R",1784009,"R",35,"R",2502268
190628,"R",724,"R",44459835,"Z",0,"Z",0,"Z",0,"Z",0,"R",66,"R",4258922,"R",159,"R",15906126,"R",37,"R",2333848,"R",114,"R",6324420,"R",82,"R",5200652,"R",2,"R",133785,"R",98,"R",3363061,"Z",0,"Z",0,"R",163,"R",6819857,"Z",0,"Z",0,"R",3,"R",119164
190637,"R",589,"R",38745144,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",2554542,"R",122,"R",13571588,"R",26,"R",1849180,"R",68,"R",4454629,"R",46,"R",3186495,"R",2,"R",172401,"R",98,"R",3358257,"Z",0,"Z",0,"R",130,"R",5068976,"R",26,"R",1820381,"R",33,"R",2708695
190646,"R",401,"R",25497354,"Z",0,"Z",0,"R",1,"R",116364,"R",24,"R",1466253,"R",88,"R",9220496,"R",33,"R",2326258,"R",32,"R",1923037,"R",46,"R",2722002,"Z",0,"Z",0,"R",76,"R",2489140,"Z",0,"Z",0,"R",68,"R",2684070,"R",14,"R",1075976,"R",19,"R",1473758
190655,"R",520,"R",30176749,"Z",0,"Z",0,"Z",0,"Z",0,"R",43,"R",2877690,"R",76,"R",8017633,"R",22,"R",1544509,"R",68,"R",3849165,"R",51,"R",3132014,"R",1,"R",88418,"R",90,"R",3100760,"Z",0,"Z",0,"R",141,"R",5453617,"R",12,"R",912259,"R",16,"R",1200684
190664,"R",683,"R",43259077,"Z",0,"Z",0,"Z",0,"Z",0,"R",36,"R",2499281,"R",129,"R",13909725,"R",37,"R",2464072,"R",78,"R",4811371,"R",48,"R",3316966,"R",3,"R",215493,"R",120,"R",3905552,"Z",0,"Z",0,"R",164,"R",6159007,"R",29,"R",2349741,"R",39,"R",3627869
190673,"R",583,"R",35679992,"Z",0,"Z",0,"Z",0,"Z",0,"R",37,"R",2359317,"R",98,"R",10522221,"R",31,"R",2075971,"R",72,"R",4477775,"R",78,"R",4418201,"R",1,"R",80296,"R",106,"R",3630244,"Z",0,"Z",0,"R",112,"R",4380130,"R",24,"R",1937151,"R",24,"R",1798686
190682,"R",99,"R",8191218,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",1342117,"R",36,"R",4197215,"R",8,"R",549445,"R",8,"R",488307,"R",8,"R",531415,"Z",0,"Z",0,"R",1,"R",40723,"Z",0,"Z",0,"R",22,"R",905274,"Z",0,"Z",0,"R",2,"R",136722
190691,"R",424,"R",26368294,"Z",0,"Z",0,"Z",0,"Z",0,"R",41,"R",2752628,"R",63,"R",6996049,"R",22,"R",1517610,"R",55,"R",3347070,"R",36,"R",2357284,"R",1,"R",41623,"R",78,"R",2750449,"Z",0,"Z",0,"R",91,"R",3429773,"R",19,"R",1632833,"R",18,"R",1542975
190716,"R",218,"R",11286260,"Z",0,"Z",0,"Z",0,"Z",0,"R",46,"R",1997413,"R",57,"R",5112234,"R",9,"R",422899,"R",18,"R",793795,"R",7,"R",292437,"R",8,"R",330625,"Z",0,"Z",0,"Z",0,"Z",0,"R",65,"R",2009111,"R",8,"R",327746,"Z",0,"Z",0
190725,"R",245,"R",10535888,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",201153,"R",57,"R",4261496,"R",33,"R",1436571,"R",18,"R",698894,"R",17,"R",654195,"R",5,"R",215897,"R",51,"R",1252072,"Z",0,"Z",0,"R",52,"R",1535000,"R",4,"R",209053,"R",2,"R",71557
190752,"R",10,"R",345000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",106500,"R",1,"R",24500,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",160000,"Z",0,"Z",0,"R",2,"R",54000,"Z",0,"Z",0,"Z",0,"Z",0
190761,"R",143,"R",8401695,"Z",0,"Z",0,"Z",0,"Z",0,"R",21,"R",867041,"R",36,"R",3394750,"R",12,"R",550694,"R",9,"R",490908,"R",9,"R",592850,"R",5,"R",340200,"R",8,"R",325251,"Z",0,"Z",0,"R",33,"R",1289175,"R",10,"R",550826,"Z",0,"Z",0
