UNITID,XF3A01,F3A01,XF3A02,F3A02,XF3A03,F3A03,XF3A04,F3A04,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D03,F3D03,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D08,F3D08,XF3D09,F3D09,XF3E01,F3E01,XF3E02,F3E02,XF3E03,F3E03,XF3E04,F3E04,XF3E05,F3E05,XF3E06,F3E06,XF3E07,F3E07   
103893,"R",84454797,"R",27755758,"R",56699039,"R",84454797,"R",58140707,"R",46256876,"R",0,"R",11883831,"R",0,"R",40957782,"R",3857426,"R",56699039,"R",15142635,"R",554047,"R",0,"R",82340,"R",15779022,"R",0,"R",0,"R",55014073,"R",0,"R",0,"R",0,"R",36714,"R",0,"R",0,"R",3089920,"R",58140707,"R",17968123,"R",0,"R",28288753,"R",0,"R",0,"R",0,"R",46256876
103945,"R",8456746,"R",1224539,"R",7232207,"R",8456746,"R",3288016,"R",2357305,"R",-945067,"R",-14356,"R",0,"R",7393869,"R",-147306,"R",7232207,"R",745976,"R",35555,"R",0,"R",72390,"R",853921,"R",11836,"R",0,"R",3288016,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3288016,"R",507746,"R",0,"R",1410702,"R",0,"R",0,"R",438857,"R",2357305
103954,"A",,"A",,"A",,"A",,"R",539441,"R",551641,"A",,"A",,"A",,"A",,"A",,"A",,"R",122169,"R",3239,"R",0,"R",1200,"R",126608,"R",0,"R",0,"R",438776,"R",0,"R",0,"R",0,"R",7475,"R",93190,"A",,"R",0,"R",539441,"R",158327,"R",0,"R",393314,"A",,"R",0,"R",0,"R",551641
103963,"R",9101271,"R",2344017,"R",6757254,"R",9101271,"R",12260992,"R",9777775,"R",0,"R",2483217,"R",0,"R",7675646,"R",-3401609,"R",6757254,"R",2339402,"R",311035,"R",0,"R",0,"R",2650437,"R",0,"R",0,"R",11100044,"R",0,"R",0,"R",0,"R",42469,"R",0,"R",0,"R",1118479,"R",12260992,"R",2985481,"R",0,"R",2582264,"R",0,"R",0,"R",4210030,"R",9777775
104090,"R",6742589,"R",3319063,"R",3423526,"R",6742589,"R",18753111,"R",20288631,"R",0,"R",-1535520,"R",5150000,"R",-190953,"R",-1,"R",3423526,"R",5389240,"R",72529,"Z",0,"Z",0,"R",5461769,"Z",0,"Z",0,"R",18637638,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",115473,"R",18753111,"R",6604793,"R",0,"R",11464603,"R",0,"R",0,"R",2219235,"R",20288631
104188,"R",4612341,"R",2043723,"R",2568618,"R",4612341,"R",7937550,"R",6710523,"R",-1115654,"R",111373,"R",65398,"R",2568618,"R",-176771,"R",2568618,"R",934783,"R",78000,"R",37000,"R",196907,"R",1246690,"R",1246690,"R",0,"R",7826178,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",111372,"R",7937550,"R",1394543,"R",0,"R",1784461,"R",0,"R",0,"R",3531519,"R",6710523
104294,"A",,"A",,"A",,"A",,"R",4489789,"R",3924485,"A",,"A",,"A",,"A",,"A",,"A",,"R",433917,"R",0,"R",0,"R",0,"R",433917,"R",433917,"R",0,"R",2999981,"R",0,"R",0,"R",0,"R",0,"R",1055891,"A",,"R",433917,"R",4489789,"R",1681365,"R",0,"R",1793304,"A",,"R",0,"R",449816,"R",3924485
104364,"R",13366158,"R",1434479,"R",11931679,"R",13366158,"R",6281216,"R",6331913,"R",27283,"R",-23414,"R",2905445,"R",9049648,"R",0,"R",11931679,"R",1625208,"R",41019,"R",2000,"R",43361,"R",1711588,"R",1711588,"Z",0,"R",3762784,"R",1666227,"R",2000,"Z",0,"Z",0,"Z",0,"R",850205,"R",0,"R",6281216,"R",988994,"Z",0,"R",5044084,"R",298835,"R",0,"R",0,"R",6331913
104391,"A",,"A",,"A",,"A",,"R",591505,"R",484116,"A",,"A",,"A",,"A",,"A",,"A",,"R",278871,"R",0,"R",0,"R",0,"R",278871,"R",0,"R",0,"R",565195,"R",0,"R",0,"R",0,"R",4291,"R",22019,"A",,"R",0,"R",591505,"R",180515,"R",0,"R",303541,"A",,"R",0,"R",60,"R",484116
104434,"A",,"A",,"A",,"A",,"R",782196,"R",672321,"A",,"A",,"A",,"A",,"A",,"A",,"R",195694,"R",4050,"R",29509,"R",1350,"R",230603,"Z",0,"Z",0,"R",602038,"R",0,"Z",0,"Z",0,"Z",0,"R",78328,"A",,"R",101830,"R",782196,"R",609887,"Z",0,"R",62434,"A",,"Z",0,"R",0,"R",672321
104443,"A",,"A",,"A",,"A",,"R",1767322,"R",1628888,"A",,"A",,"A",,"A",,"A",,"A",,"R",509830,"R",8519,"R",12936,"R",4758,"R",536043,"Z",0,"Z",0,"R",1428960,"R",0,"Z",0,"Z",0,"Z",0,"R",105696,"A",,"R",232666,"R",1767322,"R",1504069,"Z",0,"R",124819,"A",,"Z",0,"R",0,"R",1628888
104504,"A",,"A",,"A",,"A",,"R",1536300,"R",1687561,"A",,"A",,"A",,"A",,"A",,"A",,"R",220452,"R",28150,"R",1020,"R",0,"R",249622,"R",0,"R",0,"R",1295055,"R",0,"R",0,"R",0,"R",0,"R",241245,"A",,"R",0,"R",1536300,"R",865045,"R",0,"R",443688,"A",,"R",0,"R",378828,"R",1687561
104531,"R",86733967,"R",86565730,"R",168237,"R",86733967,"R",25932725,"R",23331320,"R",-730592,"R",1870813,"R",-1839241,"R",136665,"R",0,"R",168237,"R",2307322,"R",147166,"R",135600,"R",1372691,"R",3962779,"R",3962779,"R",0,"R",24902777,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1029948,"R",0,"R",25932725,"R",7377008,"R",0,"R",15722360,"R",231952,"R",0,"R",0,"R",23331320
104568,"A",,"A",,"A",,"A",,"R",2684616,"R",2475391,"A",,"A",,"A",,"A",,"A",,"A",,"R",435018,"R",5632,"R",0,"R",0,"R",440650,"R",0,"R",0,"R",2129330,"R",0,"R",0,"R",0,"R",0,"R",512146,"A",,"R",43140,"R",2684616,"R",1462954,"R",0,"R",1012437,"A",,"R",0,"R",0,"R",2475391
104717,"R",116989477,"R",63399744,"R",53589733,"R",116989477,"R",161308948,"R",148516881,"R",-6107036,"R",6685031,"R",25341877,"R",21562824,"R",1,"R",53589733,"R",13770180,"R",449836,"R",640062,"R",18381276,"R",33241354,"R",18381276,"R",0,"R",154456112,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6852836,"R",0,"R",161308948,"R",20614717,"R",0,"R",125748908,"R",2153256,"R",0,"R",0,"R",148516881
104805,"R",52378651,"R",20945476,"R",31433175,"R",52378651,"R",36015186,"R",39611143,"R",0,"R",-3595957,"R",2352248,"R",32676884,"R",0,"R",31433175,"R",7563386,"R",477011,"R",1600444,"R",2000,"R",9642841,"R",245205,"R",0,"R",35746524,"R",0,"R",0,"R",0,"R",108385,"R",0,"R",0,"R",160277,"R",36015186,"R",17668605,"R",0,"R",19192187,"R",0,"R",0,"R",2750351,"R",39611143
104911,"A",,"A",,"A",,"A",,"R",2197372,"R",2055911,"A",,"A",,"A",,"A",,"A",,"A",,"R",405099,"R",4089,"R",0,"R",0,"R",409188,"R",0,"R",0,"R",2004600,"R",0,"R",0,"R",0,"R",0,"R",192772,"A",,"R",0,"R",2197372,"R",757294,"R",0,"R",442144,"A",,"R",0,"R",856473,"R",2055911
104984,"R",5652521,"R",2740767,"R",2911754,"R",5652521,"R",5701403,"R",6497351,"R",1591897,"R",795949,"R",0,"R",3707703,"R",-1591898,"R",2911754,"R",1544807,"R",50922,"R",55935,"R",10812,"R",1662476,"R",0,"R",0,"R",5356810,"R",0,"R",0,"R",0,"R",0,"R",0,"R",344593,"R",0,"R",5701403,"R",2274606,"R",0,"R",3895255,"R",327490,"R",0,"R",0,"R",6497351
105118,"R",1798599,"R",762445,"R",1036154,"R",1798599,"R",6958683,"R",5994729,"R",0,"R",963954,"R",0,"R",72199,"R",1,"R",1036154,"R",1284926,"R",66443,"R",133699,"R",2000,"R",1487068,"R",1487068,"R",0,"R",1271051,"R",5438799,"R",133699,"R",2000,"R",0,"R",113134,"R",0,"R",0,"R",6958683,"R",1882487,"R",0,"R",4112242,"R",0,"R",0,"R",0,"R",5994729
105127,"A",,"A",,"A",,"A",,"R",1236555,"R",536308,"A",,"A",,"A",,"A",,"A",,"A",,"R",174183,"R",0,"R",0,"R",0,"R",174183,"R",1000,"R",0,"R",1010366,"R",0,"R",0,"R",0,"R",5610,"R",220579,"A",,"R",0,"R",1236555,"R",120060,"R",0,"R",55000,"A",,"R",0,"R",361248,"R",536308
105163,"R",395295,"R",1140009,"R",-744714,"R",395295,"R",8415008,"R",5431984,"R",0,"R",2983024,"Z",0,"R",-1316161,"R",-2411577,"R",-744714,"R",1200107,"R",476550,"R",66368,"R",88285,"R",1831310,"R",158693,"Z",0,"R",8415008,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",8415008,"R",1725250,"Z",0,"R",3706734,"Z",0,"Z",0,"R",0,"R",5431984
105172,"R",723763,"R",2488266,"R",-1764503,"R",723763,"R",14866579,"R",7977975,"R",0,"R",6888604,"Z",0,"R",-2973296,"R",-5679811,"R",-1764503,"R",1539954,"R",785294,"R",0,"R",51875,"R",2377123,"R",161372,"Z",0,"R",14866579,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",14866579,"R",2749121,"Z",0,"R",5228854,"Z",0,"Z",0,"R",0,"R",7977975
105215,"A",,"A",,"A",,"A",,"R",37122000,"R",34396000,"A",,"A",,"A",,"A",,"A",,"A",,"R",6460000,"R",278000,"R",3000,"R",1686000,"R",8427000,"R",8398000,"R",0,"R",27185000,"R",6738000,"R",3000,"R",0,"R",0,"R",1539000,"A",,"R",1657000,"R",37122000,"R",10698000,"R",0,"R",21567000,"A",,"R",29000,"R",2102000,"R",34396000
105482,"A",,"A",,"A",,"A",,"R",1395998,"R",1792585,"A",,"A",,"A",,"A",,"A",,"A",,"R",137326,"R",0,"R",0,"R",0,"R",137326,"R",0,"R",0,"R",1105039,"R",0,"R",0,"R",0,"R",0,"R",290959,"A",,"R",0,"R",1395998,"R",883422,"R",0,"R",353707,"A",,"R",0,"R",555456,"R",1792585
105516,"R",2408297425,"R",939421576,"R",1468875849,"R",2408297425,"R",44672055,"R",63284274,"R",0,"R",-18612219,"R",13268000,"R",787614000,"R",686606068,"R",1468875849,"R",5133726,"R",171153,"R",207704,"R",11230526,"R",16743109,"R",1254247,"R",0,"R",41310585,"R",0,"R",0,"R",0,"R",-19160,"R",2843263,"R",0,"R",537367,"R",44672055,"R",6124824,"R",1475,"R",54847477,"R",0,"R",0,"R",2310498,"R",63284274
105534,"R",6673183,"R",2745567,"R",3927616,"R",6673183,"R",9930465,"R",9443793,"R",0,"R",486672,"R",-13868,"R",3454812,"R",0,"R",3927616,"R",2383721,"R",10581,"R",23535,"Z",0,"R",2417837,"Z",0,"Z",0,"R",7423202,"R",2394302,"R",23535,"Z",0,"R",89426,"Z",0,"Z",0,"R",0,"R",9930465,"R",3191975,"Z",0,"R",6251818,"Z",0,"Z",0,"R",0,"R",9443793
105543,"R",5309577,"R",761784,"R",4547793,"R",5309577,"R",7957746,"R",6831969,"R",0,"R",1125777,"R",-13897,"R",3435913,"R",0,"R",4547793,"R",2214970,"R",142186,"R",0,"Z",0,"R",2357156,"Z",0,"Z",0,"R",5529438,"R",2357156,"Z",0,"Z",0,"R",71152,"Z",0,"Z",0,"R",0,"R",7957746,"R",2232800,"Z",0,"R",4599169,"Z",0,"Z",0,"R",0,"R",6831969
105659,"R",4672410,"R",3625247,"R",1047163,"R",4672410,"R",5543407,"R",3891389,"R",0,"R",1652018,"R",-966186,"R",361331,"R",0,"R",1047163,"R",1053664,"R",38680,"R",6382,"R",0,"R",1098726,"R",0,"R",0,"R",4349057,"R",1092344,"R",6382,"R",0,"R",95624,"R",0,"R",0,"R",0,"R",5543407,"R",1266911,"R",0,"R",2624478,"R",0,"R",0,"R",0,"R",3891389
105677,"A",,"A",,"A",,"A",,"R",905923,"R",787090,"A",,"A",,"A",,"A",,"A",,"A",,"R",27069,"Z",0,"R",0,"Z",0,"R",27069,"Z",0,"Z",0,"R",677761,"R",0,"Z",0,"Z",0,"R",5067,"R",223095,"A",,"R",0,"R",905923,"R",420794,"Z",0,"R",366296,"A",,"Z",0,"R",0,"R",787090
105701,"A",,"A",,"A",,"A",,"R",270021,"R",264752,"A",,"A",,"A",,"A",,"A",,"A",,"R",223749,"R",0,"R",250,"R",0,"R",223999,"R",223999,"R",0,"R",218079,"R",0,"R",0,"R",0,"R",0,"R",51942,"A",,"R",0,"R",270021,"R",209180,"R",0,"R",55572,"A",,"R",0,"R",0,"R",264752
105987,"A",,"A",,"A",,"A",,"R",5778115,"R",5534194,"A",,"A",,"A",,"A",,"A",,"A",,"R",1962543,"R",64415,"R",95828,"R",21750,"R",2144536,"R",0,"R",0,"R",5527606,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",250509,"R",5778115,"R",1378931,"Z",0,"R",3910514,"A",,"Z",0,"R",244749,"R",5534194
106041,"R",52879000,"R",40683000,"R",12196000,"R",52879000,"R",36486000,"R",33092000,"R",0,"R",3394000,"R",-3637000,"R",12439000,"R",0,"R",12196000,"R",5411000,"R",560000,"R",0,"R",1322000,"R",7293000,"R",6338000,"R",0,"R",28719000,"R",5971000,"R",0,"R",0,"R",219000,"R",1024000,"R",0,"R",553000,"R",36486000,"R",9630000,"R",0,"R",21193000,"R",0,"R",955000,"R",1314000,"R",33092000
106102,"R",14510000,"R",6344000,"R",8166000,"R",14510000,"R",21800527,"R",21627371,"R",0,"R",173156,"R",-19833000,"R",27826000,"R",-156,"R",8166000,"R",1627843,"R",265446,"R",30000,"R",1313001,"R",3236290,"R",1309026,"R",0,"R",21288917,"R",0,"R",0,"R",0,"R",551,"R",264460,"R",0,"R",246599,"R",21800527,"R",3431683,"R",6300,"R",18189388,"R",0,"R",0,"R",0,"R",21627371
106111,"A",,"A",,"A",,"A",,"R",2253450,"R",1972664,"A",,"A",,"A",,"A",,"A",,"A",,"R",941037,"R",23054,"R",12180,"R",8366,"R",984637,"Z",0,"Z",0,"R",1831161,"R",0,"Z",0,"Z",0,"Z",0,"R",104108,"A",,"R",318181,"R",2253450,"R",1859002,"Z",0,"R",113662,"A",,"Z",0,"R",0,"R",1972664
106281,"A",,"A",,"A",,"A",,"R",267065,"R",238518,"A",,"A",,"A",,"A",,"A",,"A",,"R",152273,"R",0,"R",0,"R",0,"R",152273,"R",0,"R",0,"R",20072,"R",233185,"R",0,"R",0,"R",858,"R",12950,"A",,"R",0,"R",267065,"R",238518,"R",0,"R",0,"A",,"R",0,"R",0,"R",238518
106315,"A",,"A",,"A",,"A",,"R",337838,"R",310524,"A",,"A",,"A",,"A",,"A",,"A",,"R",190848,"R",0,"R",6389,"R",0,"R",197237,"R",0,"R",0,"R",10196,"R",226967,"R",6389,"R",0,"R",0,"R",94286,"A",,"R",0,"R",337838,"R",310524,"R",0,"R",0,"A",,"R",0,"R",0,"R",310524
106324,"A",,"A",,"A",,"A",,"R",324073,"R",268891,"A",,"A",,"A",,"A",,"A",,"A",,"R",100288,"R",0,"R",0,"R",0,"R",100288,"R",0,"R",0,"R",260814,"R",0,"R",0,"R",0,"R",0,"R",63259,"A",,"R",0,"R",324073,"R",189747,"R",0,"R",79144,"A",,"R",0,"R",0,"R",268891
106351,"A",,"A",,"A",,"A",,"R",1083124,"R",879423,"A",,"A",,"A",,"A",,"A",,"A",,"R",513911,"R",0,"R",0,"R",0,"R",513911,"R",0,"R",0,"R",843644,"R",0,"R",0,"R",0,"R",0,"R",239480,"A",,"R",0,"R",1083124,"R",399385,"R",0,"R",480038,"A",,"R",0,"R",0,"R",879423
106360,"A",,"A",,"A",,"A",,"R",344480,"R",318822,"A",,"A",,"A",,"A",,"A",,"A",,"R",102925,"R",0,"R",22451,"R",0,"R",125376,"R",0,"R",0,"R",310050,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",34430,"R",344480,"R",318822,"R",0,"R",0,"A",,"R",0,"R",0,"R",318822
106494,"A",,"A",,"A",,"A",,"R",1377919,"R",1275286,"A",,"A",,"A",,"A",,"A",,"A",,"R",411703,"R",0,"R",10083,"R",0,"R",421786,"R",10335,"R",0,"R",1033500,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",344419,"R",1377919,"R",1225286,"R",0,"R",50000,"A",,"R",0,"R",0,"R",1275286
106607,"A",,"A",,"A",,"A",,"R",443328,"R",278161,"A",,"A",,"A",,"A",,"A",,"A",,"R",111301,"R",0,"R",3670,"R",0,"R",114971,"R",66900,"Z",0,"R",140149,"R",140149,"R",11049,"Z",0,"R",15310,"Z",0,"A",,"R",136671,"R",443328,"R",125906,"Z",0,"R",125906,"A",,"Z",0,"R",26349,"R",278161
106838,"A",,"A",,"A",,"A",,"R",75657,"R",35013,"A",,"A",,"A",,"A",,"A",,"A",,"R",33523,"R",0,"R",0,"R",0,"R",33523,"R",0,"R",0,"R",75657,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",75657,"R",35013,"R",0,"R",0,"A",,"R",0,"R",0,"R",35013
106892,"A",,"A",,"A",,"A",,"R",3994688,"R",3730298,"A",,"A",,"A",,"A",,"A",,"A",,"R",1719600,"Z",0,"R",6900,"R",0,"R",1726500,"R",0,"R",0,"R",2268188,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",1726500,"R",3994688,"R",422305,"R",0,"R",679562,"A",,"R",0,"R",2628431,"R",3730298
106908,"A",,"A",,"A",,"A",,"R",758308,"R",1240785,"A",,"A",,"A",,"A",,"A",,"A",,"R",138688,"Z",0,"R",0,"Z",0,"R",138688,"Z",0,"Z",0,"R",680792,"R",0,"Z",0,"Z",0,"Z",0,"R",77516,"A",,"R",0,"R",758308,"R",332810,"Z",0,"R",907975,"A",,"Z",0,"R",0,"R",1240785
107099,"A",,"A",,"A",,"A",,"R",599273,"R",531028,"A",,"A",,"A",,"A",,"A",,"A",,"R",168892,"R",0,"R",0,"R",0,"R",168892,"R",0,"R",0,"R",497950,"R",0,"R",0,"R",0,"R",0,"R",101323,"A",,"R",0,"R",599273,"R",250061,"R",0,"R",280967,"A",,"R",0,"R",0,"R",531028
107211,"A",,"A",,"A",,"A",,"R",367432,"R",363084,"A",,"A",,"A",,"A",,"A",,"A",,"R",68550,"R",0,"R",0,"R",0,"R",68550,"R",0,"R",0,"R",235283,"R",0,"R",0,"R",0,"R",0,"R",132,"A",,"R",132017,"R",367432,"R",179085,"R",13676,"R",74066,"A",,"R",0,"R",96257,"R",363084
107220,"A",,"A",,"A",,"A",,"R",7306776,"R",973349,"A",,"A",,"A",,"A",,"A",,"A",,"R",362313,"R",0,"R",7635,"R",3000,"R",372948,"R",0,"R",0,"R",5062197,"R",0,"R",0,"R",0,"R",0,"R",545337,"A",,"R",1699242,"R",7306776,"R",467195,"R",0,"R",206155,"A",,"R",0,"R",299999,"R",973349
107275,"A",,"A",,"A",,"A",,"R",135184,"R",120397,"A",,"A",,"A",,"A",,"A",,"A",,"R",68488,"Z",0,"R",0,"Z",0,"R",68488,"R",296,"Z",0,"R",34939,"R",68488,"Z",0,"Z",0,"Z",0,"R",31757,"A",,"R",0,"R",135184,"R",40510,"Z",0,"R",79887,"A",,"Z",0,"R",0,"R",120397
107293,"A",,"A",,"A",,"A",,"R",1207077,"R",1214581,"A",,"A",,"A",,"A",,"A",,"A",,"R",284522,"R",0,"R",0,"R",0,"R",284522,"R",284522,"R",0,"R",775398,"R",284522,"R",0,"R",0,"R",0,"R",147157,"A",,"R",0,"R",1207077,"R",334201,"R",0,"R",312397,"A",,"R",0,"R",567983,"R",1214581
107363,"A",,"A",,"A",,"A",,"R",426921,"R",156464,"A",,"A",,"A",,"A",,"A",,"A",,"R",172882,"R",0,"R",0,"R",0,"R",172882,"R",0,"R",0,"R",315867,"R",0,"R",0,"R",0,"R",0,"R",111054,"A",,"R",0,"R",426921,"R",78232,"R",0,"R",78232,"A",,"R",0,"R",0,"R",156464
107442,"A",,"A",,"A",,"A",,"R",619355,"R",367023,"A",,"A",,"A",,"A",,"A",,"A",,"R",275734,"R",0,"R",0,"R",0,"R",275734,"R",0,"R",0,"R",275734,"R",0,"R",0,"R",0,"R",0,"R",43362,"A",,"R",300259,"R",619355,"R",127176,"R",0,"R",21000,"A",,"R",0,"R",218847,"R",367023
107655,"A",,"A",,"A",,"A",,"R",206936,"R",178054,"A",,"A",,"A",,"A",,"A",,"A",,"R",53744,"R",0,"R",0,"R",0,"R",53744,"R",53744,"R",0,"R",191203,"R",0,"R",0,"R",12353,"R",0,"R",3380,"A",,"R",0,"R",206936,"R",74729,"R",0,"R",0,"A",,"R",0,"R",103325,"R",178054
107789,"A",,"A",,"A",,"A",,"R",453478,"R",362217,"A",,"A",,"A",,"A",,"A",,"A",,"R",166479,"R",0,"R",0,"R",0,"R",166479,"R",0,"R",0,"R",185231,"R",165571,"R",0,"R",0,"R",315,"R",102361,"A",,"R",0,"R",453478,"R",215354,"R",0,"R",145031,"A",,"R",0,"R",1832,"R",362217
107831,"A",,"A",,"A",,"A",,"R",406651,"R",333095,"A",,"A",,"A",,"A",,"A",,"A",,"R",152931,"R",0,"R",87384,"R",0,"R",240315,"R",0,"R",0,"R",152931,"R",134350,"R",87384,"R",11319,"R",0,"R",0,"A",,"R",20667,"R",406651,"R",162607,"R",0,"R",170488,"A",,"R",0,"R",0,"R",333095
108065,"A",,"A",,"A",,"A",,"R",120832,"R",75356,"A",,"A",,"A",,"A",,"A",,"A",,"R",49125,"R",0,"R",6000,"R",12000,"R",67125,"R",5360,"R",0,"R",6060,"R",49125,"R",0,"R",0,"R",0,"R",65647,"A",,"R",0,"R",120832,"R",36000,"R",0,"R",39356,"A",,"R",0,"R",0,"R",75356
108232,"R",57093102,"R",34264158,"R",22828944,"R",57093102,"R",194534196,"R",185169008,"R",0,"R",9365188,"R",-8647022,"R",22110778,"R",0,"R",22828944,"R",7898039,"R",1008973,"R",3443825,"R",2950589,"R",15301426,"R",0,"R",0,"R",180044114,"R",0,"R",0,"R",0,"R",-1436789,"R",0,"R",15926871,"R",0,"R",194534196,"R",57002339,"R",0,"R",103420722,"R",24745947,"R",0,"R",0,"R",185169008
