UNITID,CONTRACT,ARANK,XTENUREM,TENUREM,XONTRCKM,ONTRCKM,XNOTRCKM,NOTRCKM,XNOFACTM,NOFACTM,XTENUREW,TENUREW,XONTRCKW,ONTRCKW,XNOTRCKW,NOTRCKW,XNOFACTW,NOFACTW,XEMPCNTT,EMPCNTT 
146393,2,2,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",6
146393,2,3,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",9
146393,2,4,"Z",0,"Z",0,"R",19,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",26
146393,2,7,"Z",0,"Z",0,"R",24,"Z",0,"Z",0,"Z",0,"R",18,"Z",0,"R",42
146427,1,1,"R",25,"Z",0,"R",2,"Z",0,"R",15,"Z",0,"R",1,"Z",0,"R",43
146427,1,2,"R",18,"Z",0,"R",1,"Z",0,"R",15,"Z",0,"Z",0,"Z",0,"R",34
146427,1,3,"R",1,"R",14,"R",8,"Z",0,"Z",0,"R",10,"R",5,"Z",0,"R",38
146427,1,4,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"R",1,"R",3,"Z",0,"R",7
146427,1,5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
146427,1,7,"R",44,"R",14,"R",14,"Z",0,"R",30,"R",11,"R",10,"Z",0,"R",123
146481,1,1,"R",20,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",26
146481,1,2,"R",17,"R",1,"Z",0,"Z",0,"R",15,"Z",0,"R",1,"Z",0,"R",34
146481,1,3,"Z",0,"R",9,"R",4,"Z",0,"Z",0,"R",14,"R",5,"Z",0,"R",32
146481,1,5,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",5
146481,1,7,"R",37,"R",10,"R",6,"Z",0,"R",21,"R",14,"R",9,"Z",0,"R",97
146533,1,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",9
146533,1,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"R",13
146533,1,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",21,"Z",0,"R",22
146612,1,1,"R",39,"Z",0,"R",1,"Z",0,"R",24,"Z",0,"Z",0,"Z",0,"R",64
146612,1,2,"R",8,"R",6,"R",5,"Z",0,"R",18,"R",4,"R",5,"Z",0,"R",46
146612,1,3,"R",1,"R",18,"R",19,"Z",0,"Z",0,"R",11,"R",29,"Z",0,"R",78
146612,1,4,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",14,"Z",0,"R",19
146612,1,7,"R",48,"R",24,"R",30,"Z",0,"R",42,"R",15,"R",48,"Z",0,"R",207
146621,1,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4
146621,1,7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4
146667,1,1,"Z",0,"Z",0,"R",13,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",14
146667,1,2,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",9
146667,1,3,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",10
146667,1,7,"Z",0,"Z",0,"R",27,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",33
146667,2,1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
146667,2,2,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",4
146667,2,3,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",4
146667,2,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
146667,2,7,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",10
146676,1,1,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2
146676,1,2,"R",2,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",7
146676,1,3,"R",4,"R",7,"Z",0,"Z",0,"R",8,"R",7,"Z",0,"Z",0,"R",26
146676,1,4,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"R",11
146676,1,7,"R",8,"R",11,"Z",0,"Z",0,"R",13,"R",14,"Z",0,"Z",0,"R",46
146719,1,1,"R",111,"R",6,"Z",0,"Z",0,"R",46,"R",1,"Z",0,"Z",0,"R",164
146719,1,2,"R",84,"R",6,"Z",0,"Z",0,"R",68,"R",2,"Z",0,"Z",0,"R",160
146719,1,3,"R",3,"R",47,"Z",0,"Z",0,"R",3,"R",48,"Z",0,"Z",0,"R",101
146719,1,4,"Z",0,"Z",0,"R",73,"Z",0,"Z",0,"Z",0,"R",98,"Z",0,"R",171
146719,1,7,"R",198,"R",59,"R",73,"Z",0,"R",117,"R",51,"R",98,"Z",0,"R",596
146719,2,1,"R",27,"R",1,"Z",0,"Z",0,"R",9,"R",2,"Z",0,"Z",0,"R",39
146719,2,2,"R",6,"Z",0,"Z",0,"Z",0,"R",13,"Z",0,"Z",0,"Z",0,"R",19
146719,2,3,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"R",5
146719,2,4,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",17,"Z",0,"R",24
146719,2,7,"R",33,"R",2,"R",7,"Z",0,"R",22,"R",6,"R",17,"Z",0,"R",87
146728,2,1,"R",5,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",9
146728,2,2,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
146728,2,3,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",2
146728,2,5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
146728,2,7,"R",7,"R",2,"Z",0,"Z",0,"R",4,"R",1,"R",1,"Z",0,"R",15
146755,1,1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3
146755,1,2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
146755,1,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",7
146755,1,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",3
146755,1,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",13,"Z",0,"R",14
146825,1,1,"R",2,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",5
146825,1,2,"R",2,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"Z",0,"Z",0,"R",7
146825,1,3,"Z",0,"R",3,"R",1,"Z",0,"Z",0,"R",7,"R",5,"Z",0,"R",16
146825,1,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
146825,1,7,"R",4,"R",3,"R",1,"Z",0,"R",7,"R",8,"R",6,"Z",0,"R",29
146825,2,1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1
146825,2,2,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
146825,2,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",1
146825,2,7,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"R",3
146977,2,1,"R",3,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",6
146977,2,2,"R",3,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",1,"Z",0,"R",6
146977,2,3,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
146977,2,6,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
146977,2,7,"R",6,"Z",0,"R",1,"R",1,"R",5,"Z",0,"R",1,"Z",0,"R",14
147013,1,1,"R",12,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",22
147013,1,2,"R",9,"Z",0,"Z",0,"Z",0,"R",8,"R",4,"R",1,"Z",0,"R",22
147013,1,3,"R",3,"R",10,"R",5,"Z",0,"R",2,"R",15,"Z",0,"Z",0,"R",35
147013,1,4,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"R",1,"R",7,"Z",0,"R",16
147013,1,7,"R",24,"R",10,"R",13,"Z",0,"R",20,"R",20,"R",8,"Z",0,"R",95
147013,2,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",3
147013,2,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
147013,2,7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4
147031,2,1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
147031,2,2,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
147031,2,7,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2
147129,1,1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
147129,1,2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
147129,1,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4
147129,1,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",19,"Z",0,"R",20
147129,1,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",26,"Z",0,"R",27
147165,1,6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
147165,1,7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
147165,2,6,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",15,"Z",0,"R",25
147165,2,7,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",15,"Z",0,"R",25
147244,1,1,"R",14,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",22
147244,1,2,"R",27,"R",1,"R",1,"Z",0,"R",23,"R",1,"Z",0,"Z",0,"R",53
147244,1,3,"R",1,"R",17,"R",3,"Z",0,"Z",0,"R",20,"R",5,"Z",0,"R",46
147244,1,4,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"R",3,"R",9,"Z",0,"R",17
147244,1,5,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",11
147244,1,7,"R",42,"R",18,"R",15,"Z",0,"R",31,"R",24,"R",19,"Z",0,"R",149
147244,2,1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
147244,2,2,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2
147244,2,5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
147244,2,7,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"R",5
147341,1,1,"R",17,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",27
147341,1,2,"R",8,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",18
147341,1,3,"Z",0,"R",15,"R",3,"Z",0,"Z",0,"R",12,"Z",0,"Z",0,"R",30
147341,1,4,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",8
147341,1,7,"R",25,"R",15,"R",7,"Z",0,"R",20,"R",12,"R",4,"Z",0,"R",83
147369,2,1,"Z",0,"Z",0,"R",42,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",52
147369,2,2,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",13
147369,2,3,"Z",0,"Z",0,"R",15,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",23
147369,2,4,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",4
147369,2,6,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
147369,2,7,"Z",0,"Z",0,"R",71,"Z",0,"Z",0,"Z",0,"R",24,"Z",0,"R",95
147536,1,1,"R",12,"Z",0,"Z",0,"Z",0,"R",13,"Z",0,"Z",0,"Z",0,"R",25
147536,1,2,"R",22,"R",1,"Z",0,"Z",0,"R",45,"Z",0,"R",4,"Z",0,"R",72
147536,1,3,"R",4,"R",16,"R",8,"Z",0,"R",5,"R",32,"R",23,"Z",0,"R",88
147536,1,4,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"R",1,"R",9,"Z",0,"R",15
147536,1,7,"R",38,"R",17,"R",13,"Z",0,"R",63,"R",33,"R",36,"Z",0,"R",200
147536,2,1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1
147536,2,2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
147536,2,3,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",4
147536,2,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
147536,2,7,"Z",0,"R",1,"R",2,"Z",0,"R",1,"Z",0,"R",4,"Z",0,"R",8
147590,2,1,"R",7,"R",1,"R",2,"Z",0,"R",1,"R",2,"R",1,"Z",0,"R",14
147590,2,2,"R",4,"R",1,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",7
147590,2,3,"Z",0,"R",4,"R",1,"Z",0,"Z",0,"R",4,"R",1,"Z",0,"R",10
147590,2,4,"Z",0,"R",6,"R",5,"Z",0,"Z",0,"R",8,"R",4,"Z",0,"R",23
147590,2,6,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",4,"R",6
147590,2,7,"R",11,"R",12,"R",9,"R",2,"R",1,"R",15,"R",6,"R",4,"R",60
147660,1,1,"R",24,"Z",0,"R",1,"Z",0,"R",14,"Z",0,"R",1,"Z",0,"R",40
147660,1,2,"R",17,"R",1,"R",1,"Z",0,"R",15,"R",2,"R",3,"Z",0,"R",39
147660,1,3,"Z",0,"R",13,"R",8,"Z",0,"Z",0,"R",16,"R",8,"Z",0,"R",45
147660,1,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",4
147660,1,7,"R",41,"R",14,"R",11,"Z",0,"R",29,"R",18,"R",15,"Z",0,"R",128
147679,1,1,"R",32,"R",1,"R",1,"Z",0,"R",19,"R",2,"R",3,"Z",0,"R",58
147679,1,2,"R",5,"R",6,"R",2,"Z",0,"R",15,"R",3,"R",6,"Z",0,"R",37
147679,1,3,"R",1,"R",4,"R",5,"Z",0,"R",2,"R",7,"R",8,"Z",0,"R",27
147679,1,7,"R",38,"R",11,"R",8,"Z",0,"R",36,"R",12,"R",17,"Z",0,"R",122
147697,2,1,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
147697,2,7,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
147703,1,1,"R",128,"Z",0,"R",1,"Z",0,"R",62,"Z",0,"Z",0,"Z",0,"R",191
147703,1,2,"R",150,"R",9,"Z",0,"Z",0,"R",127,"R",1,"Z",0,"Z",0,"R",287
147703,1,3,"R",2,"R",85,"R",6,"Z",0,"R",3,"R",101,"R",7,"Z",0,"R",204
147703,1,4,"Z",0,"R",2,"R",61,"Z",0,"Z",0,"Z",0,"R",96,"Z",0,"R",159
147703,1,6,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
147703,1,7,"R",280,"R",98,"R",68,"Z",0,"R",192,"R",102,"R",104,"Z",0,"R",844
147703,2,1,"R",24,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",26
147703,2,2,"R",9,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",15
147703,2,7,"R",33,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",41
147767,1,1,"R",416,"Z",0,"R",21,"Z",0,"R",117,"Z",0,"R",11,"Z",0,"R",565
147767,1,2,"R",146,"R",12,"R",14,"Z",0,"R",75,"R",4,"R",10,"Z",0,"R",261
147767,1,3,"Z",0,"R",127,"R",25,"Z",0,"Z",0,"R",70,"R",30,"Z",0,"R",252
147767,1,5,"Z",0,"Z",0,"R",109,"Z",0,"Z",0,"Z",0,"R",154,"Z",0,"R",263
147767,1,7,"R",562,"R",139,"R",169,"Z",0,"R",192,"R",74,"R",205,"Z",0,"R",1341
147776,1,1,"R",30,"R",2,"Z",0,"Z",0,"R",35,"R",3,"Z",0,"Z",0,"R",70
147776,1,2,"R",33,"R",2,"Z",0,"Z",0,"R",48,"R",5,"Z",0,"Z",0,"R",88
147776,1,3,"R",7,"R",39,"Z",0,"Z",0,"R",1,"R",39,"Z",0,"Z",0,"R",86
147776,1,4,"Z",0,"Z",0,"R",72,"Z",0,"Z",0,"Z",0,"R",75,"Z",0,"R",147
147776,1,7,"R",70,"R",43,"R",72,"Z",0,"R",84,"R",47,"R",75,"Z",0,"R",391
147776,2,1,"R",16,"R",2,"Z",0,"Z",0,"R",7,"R",1,"Z",0,"Z",0,"R",26
147776,2,7,"R",16,"R",2,"Z",0,"Z",0,"R",7,"R",1,"Z",0,"Z",0,"R",26
147828,1,1,"R",23,"Z",0,"R",22,"Z",0,"R",4,"Z",0,"R",9,"Z",0,"R",58
147828,1,2,"R",1,"Z",0,"R",22,"Z",0,"R",1,"Z",0,"R",12,"Z",0,"R",36
147828,1,3,"Z",0,"Z",0,"R",15,"Z",0,"Z",0,"Z",0,"R",14,"Z",0,"R",29
147828,1,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
147828,1,7,"R",24,"Z",0,"R",59,"Z",0,"R",5,"Z",0,"R",37,"Z",0,"R",125
147828,2,1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
147828,2,2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
147828,2,3,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
147828,2,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",4
148016,1,1,"Z",0,"Z",0,"R",12,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",17
148016,1,2,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",19
148016,1,3,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",20
148016,1,4,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",8
148016,1,6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",6
148016,1,7,"Z",0,"Z",0,"R",34,"Z",0,"Z",0,"Z",0,"R",36,"Z",0,"R",70
148131,1,1,"R",11,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",12
148131,1,2,"R",6,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",1,"Z",0,"R",12
148131,1,3,"Z",0,"R",8,"R",1,"Z",0,"Z",0,"R",5,"R",2,"Z",0,"R",16
148131,1,4,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",14
148131,1,6,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
148131,1,7,"R",17,"R",8,"R",10,"Z",0,"R",6,"R",5,"R",9,"Z",0,"R",55
148177,2,1,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",7
148177,2,2,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",14,"Z",0,"R",20
148177,2,3,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",10
148177,2,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
148177,2,6,"Z",0,"Z",0,"R",16,"Z",0,"Z",0,"Z",0,"R",19,"Z",0,"R",35
148177,2,7,"Z",0,"Z",0,"R",31,"Z",0,"Z",0,"Z",0,"R",43,"Z",0,"R",74
148335,1,6,"Z",0,"Z",0,"R",61,"Z",0,"Z",0,"Z",0,"R",60,"Z",0,"R",121
148335,1,7,"Z",0,"Z",0,"R",61,"Z",0,"Z",0,"Z",0,"R",60,"Z",0,"R",121
148335,2,6,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",5
148335,2,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",5
148405,1,1,"R",16,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",23
148405,1,2,"R",7,"R",2,"R",1,"Z",0,"R",6,"R",1,"Z",0,"Z",0,"R",17
148405,1,3,"Z",0,"R",12,"R",2,"Z",0,"R",2,"R",7,"R",8,"Z",0,"R",31
148405,1,7,"R",23,"R",14,"R",3,"Z",0,"R",15,"R",8,"R",8,"Z",0,"R",71
148487,1,1,"R",36,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"Z",0,"Z",0,"R",48
148487,1,2,"R",49,"R",5,"Z",0,"Z",0,"R",38,"Z",0,"Z",0,"Z",0,"R",92
148487,1,3,"R",4,"R",33,"R",2,"Z",0,"R",1,"R",40,"Z",0,"Z",0,"R",80
148487,1,5,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"R",20
148487,1,6,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
148487,1,7,"R",89,"R",38,"R",11,"Z",0,"R",51,"R",40,"R",13,"Z",0,"R",242
148496,1,1,"R",24,"R",1,"Z",0,"Z",0,"R",16,"Z",0,"Z",0,"Z",0,"R",41
148496,1,2,"R",5,"R",3,"Z",0,"Z",0,"R",13,"R",7,"Z",0,"Z",0,"R",28
148496,1,3,"R",2,"R",17,"R",2,"Z",0,"R",7,"R",36,"R",2,"Z",0,"R",66
148496,1,4,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",5
148496,1,5,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",16
148496,1,7,"R",31,"R",22,"R",12,"Z",0,"R",36,"R",45,"R",10,"Z",0,"R",156
148511,2,1,"Z",0,"Z",0,"R",1,"Z",0,"R",3,"Z",0,"R",10,"Z",0,"R",14
148511,2,2,"Z",0,"Z",0,"R",1,"Z",0,"R",3,"Z",0,"R",15,"Z",0,"R",19
148511,2,3,"Z",0,"R",3,"R",1,"Z",0,"Z",0,"R",8,"R",22,"Z",0,"R",34
148511,2,4,"Z",0,"R",8,"R",2,"Z",0,"Z",0,"R",34,"R",37,"Z",0,"R",81
148511,2,7,"Z",0,"R",11,"R",5,"Z",0,"R",6,"R",42,"R",84,"Z",0,"R",148
148575,1,1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4
148575,1,2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",4
148575,1,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",11
148575,1,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"Z",0,"R",15
148575,1,7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",34,"Z",0,"R",34
148584,1,1,"R",9,"Z",0,"R",6,"Z",0,"R",6,"Z",0,"R",2,"Z",0,"R",23
148584,1,2,"R",5,"Z",0,"R",2,"Z",0,"R",8,"R",2,"R",1,"Z",0,"R",18
148584,1,3,"Z",0,"R",10,"R",2,"Z",0,"R",1,"R",15,"R",10,"Z",0,"R",38
148584,1,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",8
148584,1,6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
148584,1,7,"R",14,"R",10,"R",12,"Z",0,"R",15,"R",17,"R",20,"Z",0,"R",88
148584,2,1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2
148584,2,2,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
148584,2,3,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",2
148584,2,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
148584,2,7,"Z",0,"R",2,"R",5,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"R",10
148593,1,2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
148593,1,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",7
148593,1,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",6
148593,1,7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"Z",0,"R",14
148627,1,1,"R",18,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"Z",0,"Z",0,"R",30
148627,1,2,"R",33,"R",4,"Z",0,"Z",0,"R",37,"R",6,"Z",0,"Z",0,"R",80
148627,1,3,"Z",0,"R",10,"R",10,"Z",0,"R",1,"R",24,"R",14,"Z",0,"R",59
148627,1,5,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",4
148627,1,7,"R",51,"R",14,"R",12,"Z",0,"R",50,"R",30,"R",16,"Z",0,"R",173
148654,1,1,"R",17,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",19
148654,1,2,"R",46,"R",2,"Z",0,"Z",0,"R",33,"Z",0,"Z",0,"Z",0,"R",81
148654,1,3,"Z",0,"R",31,"R",4,"Z",0,"Z",0,"R",34,"R",2,"Z",0,"R",71
