UNITID,CONTRACT,ARANK,XTENUREM,TENUREM,XONTRCKM,ONTRCKM,XNOTRCKM,NOTRCKM,XNOFACTM,NOFACTM,XTENUREW,TENUREW,XONTRCKW,ONTRCKW,XNOTRCKW,NOTRCKW,XNOFACTW,NOFACTW,XEMPCNTT,EMPCNTT 
443331,2,7,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",14,"Z",0,"R",21
443340,2,6,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
443340,2,7,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
443410,1,5,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
443410,1,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
443410,2,1,"Z",0,"Z",0,"R",15,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",17
443410,2,2,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",3
443410,2,5,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",13
443410,2,7,"Z",0,"Z",0,"R",25,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",33
443456,2,6,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",6
443456,2,7,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",6
443465,2,6,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",7
443465,2,7,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",7
443474,2,6,"Z",0,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",19
443474,2,7,"Z",0,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",19
443526,2,4,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",10
443526,2,7,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",10
443535,2,4,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",13
443535,2,7,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",13
443544,2,6,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",7
443544,2,7,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",7
443562,2,1,"R",18,"Z",0,"Z",0,"Z",0,"R",24,"Z",0,"Z",0,"Z",0,"R",42
443562,2,7,"R",18,"Z",0,"Z",0,"Z",0,"R",24,"Z",0,"Z",0,"Z",0,"R",42
443687,2,6,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",5,"R",10
443687,2,7,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",5,"R",10
443702,2,3,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
443702,2,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
443766,1,1,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",13
443766,1,7,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",13
443784,1,1,"Z",0,"Z",0,"R",13,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",19
443784,1,7,"Z",0,"Z",0,"R",13,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",19
443881,2,6,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",11
443881,2,7,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",11
443890,2,6,"Z",0,"Z",0,"R",13,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",23
443890,2,7,"Z",0,"Z",0,"R",13,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",23
443906,2,6,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",6
443906,2,7,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",6
443924,2,6,"Z",0,"Z",0,"R",14,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",25
443924,2,7,"Z",0,"Z",0,"R",14,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",25
443997,2,2,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2
443997,2,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
443997,2,7,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
444042,2,2,"R",4,"Z",0,"Z",0,"Z",0,"R",13,"Z",0,"Z",0,"Z",0,"R",17
444042,2,6,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
444042,2,7,"R",5,"Z",0,"Z",0,"Z",0,"R",13,"Z",0,"Z",0,"Z",0,"R",18
444060,2,6,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"R",2
444060,2,7,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"R",2
444088,2,4,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",10
444088,2,7,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",10
444103,2,1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
444103,2,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
444103,2,7,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",4
444158,2,4,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",16
444158,2,7,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",16
444167,2,4,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",15
444167,2,7,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",15
444255,2,4,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",13
444255,2,7,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",13
444398,1,1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
444398,1,2,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"R",5
444398,1,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
444398,1,7,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"R",2,"R",2,"Z",0,"R",8
444413,1,4,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
444413,1,7,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
444699,2,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
444699,2,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
444723,2,5,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",6
444723,2,6,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",5
444723,2,7,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",11
444778,2,1,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4
444778,2,6,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
444778,2,7,"Z",0,"Z",0,"R",4,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",5
444927,2,4,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",9
444927,2,7,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",9
444990,1,1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
444990,1,2,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
444990,1,3,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",7
444990,1,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
444990,1,7,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",12
445027,2,4,"Z",0,"Z",0,"R",18,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",28
445027,2,7,"Z",0,"Z",0,"R",18,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",28
445072,2,6,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",3,"R",9
445072,2,7,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",3,"R",9
445081,2,4,"Z",0,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11
445081,2,7,"Z",0,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11
445124,2,4,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",8
445124,2,7,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",8
445133,2,4,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",7
445133,2,7,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",7
445188,1,1,"R",24,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",31
445188,1,2,"R",25,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",34
445188,1,3,"Z",0,"R",38,"R",3,"Z",0,"Z",0,"R",25,"Z",0,"Z",0,"R",66
445188,1,5,"Z",0,"Z",0,"R",43,"Z",0,"R",1,"R",2,"R",44,"Z",0,"R",90
445188,1,7,"R",49,"R",38,"R",46,"Z",0,"R",17,"R",27,"R",44,"Z",0,"R",221
445188,2,6,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"R",5
445188,2,7,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"R",5
445258,2,4,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",13
445258,2,7,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",13
445267,2,3,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
445267,2,7,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
445276,2,6,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",2,"R",5
445276,2,7,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",2,"R",5
445300,2,6,"Z",0,"Z",0,"R",19,"Z",0,"Z",0,"Z",0,"R",18,"Z",0,"R",37
445300,2,7,"Z",0,"Z",0,"R",19,"Z",0,"Z",0,"Z",0,"R",18,"Z",0,"R",37
445319,2,6,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",8
445319,2,7,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",8
445391,2,6,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",9
445391,2,7,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",9
445416,2,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
445416,2,7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
445434,2,4,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",17
445434,2,7,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",11,"Z",0,"R",17
445692,2,4,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",10
445692,2,7,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",10
445708,1,1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
445708,1,2,"Z",0,"Z",0,"R",26,"Z",0,"Z",0,"Z",0,"R",18,"Z",0,"R",44
445708,1,3,"Z",0,"Z",0,"R",18,"Z",0,"Z",0,"Z",0,"R",18,"Z",0,"R",36
445708,1,4,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",8
445708,1,7,"Z",0,"Z",0,"R",50,"Z",0,"Z",0,"Z",0,"R",41,"Z",0,"R",91
445717,2,6,"Z",0,"Z",0,"R",22,"Z",0,"Z",0,"Z",0,"R",14,"Z",0,"R",36
445717,2,7,"Z",0,"Z",0,"R",22,"Z",0,"Z",0,"Z",0,"R",14,"Z",0,"R",36
445735,2,1,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",6
445735,2,2,"Z",0,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",14
445735,2,3,"Z",0,"Z",0,"R",18,"Z",0,"Z",0,"Z",0,"R",36,"Z",0,"R",54
445735,2,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
445735,2,7,"Z",0,"Z",0,"R",35,"Z",0,"Z",0,"Z",0,"R",41,"Z",0,"R",76
445869,2,1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
445869,2,2,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",6
445869,2,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
445869,2,7,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",9
445920,2,4,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"R",18
445920,2,7,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"R",18
445939,2,4,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",11
445939,2,7,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",11
446002,2,1,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"R",9
446002,2,7,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"R",9
446048,2,1,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",10
446048,2,2,"Z",0,"Z",0,"R",17,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",20
446048,2,3,"Z",0,"Z",0,"R",19,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",20
446048,2,5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
446048,2,6,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
446048,2,7,"Z",0,"Z",0,"R",46,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",52
446233,2,6,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",5
446233,2,7,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",5
446394,2,1,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",5
446394,2,2,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
446394,2,7,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",7
446561,2,6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",6
446561,2,7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",6
446604,2,2,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5
446604,2,4,"Z",0,"Z",0,"R",43,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",43
446604,2,5,"Z",0,"Z",0,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",41
446604,2,6,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10
446604,2,7,"Z",0,"Z",0,"R",99,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",99
446613,1,1,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",7
446613,1,7,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",7
446613,2,1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
446613,2,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
446640,2,1,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
446640,2,2,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",6
446640,2,3,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3
446640,2,7,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",12
446668,2,4,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",18
446668,2,7,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",18
446677,2,4,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",4
446677,2,7,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",4
446701,2,6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
446701,2,7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
446710,2,6,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",5
446710,2,7,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",5
446729,2,6,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
446729,2,7,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
446738,2,6,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",8
446738,2,7,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",8
446747,2,6,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",9
446747,2,7,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",9
446756,2,6,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",12
446756,2,7,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",12
446765,2,6,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",10
446765,2,7,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",10
446792,2,4,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",6
446792,2,7,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",6
446808,2,4,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",4
446808,2,7,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",4
446817,2,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",5
446817,2,7,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",5
446899,2,4,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",14
446899,2,7,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",14
446905,2,4,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9
446905,2,7,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9
446914,2,4,"Z",0,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",19
446914,2,7,"Z",0,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",19
446923,2,4,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",10
446923,2,7,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",10
446932,1,1,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7
446932,1,2,"R",1,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",3
446932,1,3,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
446932,1,6,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",8
446932,1,7,"R",8,"R",1,"R",8,"Z",0,"R",1,"Z",0,"R",3,"Z",0,"R",21
447050,2,1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",3
447050,2,2,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
447050,2,7,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",6
447069,2,6,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",3,"R",9
447069,2,7,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",3,"R",9
447236,2,4,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",6
447236,2,7,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",6
447272,2,3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
447272,2,7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1
447290,2,4,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",13
447290,2,7,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",13
447397,2,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",8
447397,2,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",8
447421,2,4,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",13
447421,2,7,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"R",13
447458,2,1,"Z",0,"Z",0,"R",21,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",27
447458,2,2,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"R",7
447458,2,4,"Z",0,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",12
447458,2,6,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2
447458,2,7,"Z",0,"Z",0,"R",38,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",48
447476,2,4,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",9
447476,2,7,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",9
447652,2,6,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",9
447652,2,7,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",9
447661,2,6,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",14
447661,2,7,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",14
447670,2,4,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",12
447670,2,7,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",12
447689,1,1,"Z",0,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"R",15
447689,1,2,"Z",0,"Z",0,"R",32,"Z",0,"Z",0,"Z",0,"R",23,"Z",0,"R",55
447689,1,3,"Z",0,"Z",0,"R",105,"Z",0,"Z",0,"Z",0,"R",109,"Z",0,"R",214
447689,1,4,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",12,"Z",0,"R",16
447689,1,7,"Z",0,"Z",0,"R",152,"Z",0,"Z",0,"Z",0,"R",148,"Z",0,"R",300
447689,2,3,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",6
447689,2,4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2
447689,2,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",8
447698,2,4,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
447698,2,7,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1
447801,2,1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",3
