UNITID,XF3A01,F3A01,XF3A02,F3A02,XF3A03,F3A03,XF3A04,F3A04,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D03,F3D03,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D08,F3D08,XF3D09,F3D09,XF3E01,F3E01,XF3E02,F3E02,XF3E03,F3E03,XF3E04,F3E04,XF3E05,F3E05,XF3E06,F3E06,XF3E07,F3E07   
104805,"R",28503297,"R",20289108,"R",8214189,"R",28503297,"C",58390323,"C",63605344,"C",5215021,"Z",0,"Z",0,"Z",0,"R",8214189,"R",8214189,"R",3450578,"R",450015,"R",260555,"R",0,"R",4161148,"R",63960,"R",0,"R",11148625,"R",0,"R",0,"R",0,"R",13639,"R",0,"R",0,"C",23637032,"C",34799296,"R",5915730,"R",0,"R",10344944,"R",0,"R",0,"C",23111620,"C",39372294
104911,"A",,"A",,"A",,"A",,"R",1946334,"R",1945936,"A",,"A",,"A",,"A",,"A",,"A",,"R",654874,"R",4908,"R",0,"R",0,"R",659782,"R",0,"R",0,"R",1740051,"R",0,"R",0,"R",0,"R",0,"R",206283,"A",,"R",0,"R",1946334,"R",926373,"R",0,"R",449642,"A",,"R",0,"R",569921,"R",1945936
104984,"R",4645524,"R",1940506,"R",2705018,"R",4645524,"R",5089669,"R",5296403,"R",-3,"R",-206737,"Z",0,"R",2911754,"R",1,"R",2705018,"R",1582025,"R",66998,"R",37051,"R",29183,"R",1715257,"Z",0,"Z",0,"R",4784155,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",305510,"R",4,"R",5089669,"R",1021017,"Z",0,"R",3449903,"R",237884,"Z",0,"R",587599,"R",5296403
105118,"R",4460365,"R",783701,"R",3676664,"R",4460365,"R",10085026,"R",7444516,"R",1,"R",2640511,"R",0,"R",1036154,"R",-1,"R",3676664,"R",2198026,"R",52297,"R",299619,"R",11750,"R",2561692,"R",2561692,"R",0,"R",9981243,"R",0,"R",0,"R",0,"R",0,"R",103783,"R",0,"R",0,"R",10085026,"R",2557335,"R",0,"R",4887095,"R",86,"R",0,"R",0,"R",7444516
105127,"A",,"A",,"A",,"A",,"R",1076440,"R",504831,"A",,"A",,"A",,"A",,"A",,"A",,"R",278775,"R",0,"R",0,"R",0,"R",278775,"R",1000,"R",0,"R",918191,"R",0,"R",0,"R",0,"R",1530,"R",156719,"A",,"R",0,"R",1076440,"R",150861,"R",0,"R",55000,"A",,"R",0,"R",298970,"R",504831
105163,"R",548245,"R",1220524,"R",-672279,"R",548245,"R",8606507,"R",5391294,"R",0,"R",3215213,"Z",0,"R",-744714,"R",-3142778,"R",-672279,"R",1724422,"R",450700,"R",46739,"R",60688,"R",2282549,"R",167034,"Z",0,"R",8606507,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",8606507,"R",1600418,"Z",0,"R",3790876,"Z",0,"Z",0,"R",0,"R",5391294
105172,"R",1199012,"R",2066901,"R",-867889,"R",1199012,"R",15656427,"R",7973767,"R",0,"R",7682660,"Z",0,"R",-1764503,"R",-6786046,"R",-867889,"R",2434009,"R",411593,"R",0,"R",101626,"R",2947228,"R",222690,"Z",0,"R",15656427,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",15656427,"R",2622360,"Z",0,"R",5351407,"Z",0,"Z",0,"R",0,"R",7973767
105215,"A",,"A",,"A",,"A",,"R",51173000,"R",42656000,"A",,"A",,"A",,"A",,"A",,"A",,"R",12545000,"R",288000,"R",4000,"R",1574000,"R",14411000,"R",14334000,"R",0,"R",35142000,"R",0,"R",0,"R",0,"R",1000,"R",1697000,"A",,"R",14333000,"R",51173000,"R",12677000,"R",0,"R",24109000,"A",,"R",77000,"R",5793000,"R",42656000
105482,"A",,"A",,"A",,"A",,"R",1989050,"R",1548275,"A",,"A",,"A",,"A",,"A",,"A",,"R",286796,"R",12825,"R",0,"R",0,"R",299621,"Z",0,"Z",0,"R",1500755,"R",0,"R",0,"R",0,"R",0,"R",360735,"A",,"R",127560,"R",1989050,"R",869068,"R",0,"R",391803,"A",,"R",0,"R",287404,"R",1548275
105516,"R",1576223537,"R",922333064,"R",653890473,"R",1576223537,"R",4498401272,"R",3613764264,"R",-1,"R",884637007,"R",-1699623000,"R",1468875848,"R",618,"R",653890473,"R",9648002,"R",3602346,"R",477884,"R",14411504,"R",28139736,"R",1279247,"R",0,"R",44005745,"R",0,"R",0,"R",0,"R",22330,"R",3204592,"R",0,"R",1784729,"R",49017396,"R",7468510,"R",17804,"R",39761104,"R",0,"R",0,"R",8718305,"R",55965723
105534,"R",8848224,"R",3048795,"R",5799429,"R",8848224,"R",12601824,"R",10700541,"R",1,"R",1901284,"R",-29470,"R",3927616,"R",-1,"R",5799429,"R",3525261,"R",9799,"R",17874,"R",0,"R",3552934,"R",0,"R",0,"R",8988950,"R",3535060,"R",17874,"R",0,"R",59940,"R",0,"R",0,"R",0,"R",12601824,"R",3904082,"R",0,"R",6796458,"R",0,"R",0,"R",1,"R",10700541
105543,"R",7164087,"R",906175,"R",6257912,"R",7164087,"R",10266654,"R",8522410,"R",0,"R",1744244,"R",-34124,"R",4547793,"R",-1,"R",6257912,"R",2911381,"R",48656,"R",0,"R",0,"R",2960037,"R",0,"R",0,"R",7258086,"R",2960037,"R",0,"R",0,"R",48531,"R",0,"R",0,"R",0,"R",10266654,"R",2736276,"R",0,"R",5786134,"R",0,"R",0,"R",0,"R",8522410
105659,"R",16939747,"R",1881372,"R",15058375,"R",16939747,"R",7078944,"R",5611698,"R",0,"R",1467246,"R",-633542,"R",14224671,"R",0,"R",15058375,"R",2223422,"R",31295,"R",4603,"Z",0,"R",2259320,"Z",0,"Z",0,"R",4784568,"R",2254717,"R",4603,"Z",0,"Z",0,"R",17528,"Z",0,"R",17528,"R",7078944,"R",959605,"Z",0,"R",4647873,"Z",0,"Z",0,"R",4220,"R",5611698
105677,"A",,"A",,"A",,"A",,"R",758000,"R",709025,"A",,"A",,"A",,"A",,"A",,"A",,"R",85149,"Z",0,"Z",0,"Z",0,"R",85149,"Z",0,"Z",0,"R",569617,"R",0,"R",0,"R",0,"R",504,"R",187879,"A",,"R",0,"R",758000,"R",406675,"R",0,"R",302350,"A",,"R",0,"R",0,"R",709025
105701,"A",,"A",,"A",,"A",,"R",444450,"R",582750,"A",,"A",,"A",,"A",,"A",,"A",,"R",334900,"R",0,"R",300,"R",0,"R",335200,"R",335200,"R",0,"R",386950,"R",0,"R",0,"R",0,"R",0,"R",57500,"A",,"R",0,"R",444450,"R",220250,"R",0,"R",362500,"A",,"R",0,"R",0,"R",582750
105987,"A",,"A",,"A",,"A",,"R",6842900,"R",6343492,"A",,"A",,"A",,"A",,"A",,"A",,"R",2074557,"R",63572,"R",23433,"R",21131,"R",2182693,"Z",0,"Z",0,"R",6425855,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",417045,"R",6842900,"R",1378981,"Z",0,"R",3931969,"A",,"Z",0,"R",1032542,"R",6343492
106041,"R",66380000,"R",48876000,"R",17504000,"R",66380000,"R",50782000,"R",44273000,"R",0,"R",6509000,"R",-1201000,"R",12196000,"R",0,"R",17504000,"R",10703000,"R",10969000,"R",1000,"R",2006000,"R",23679000,"R",20991000,"R",0,"R",28170000,"R",0,"R",0,"R",0,"R",244000,"R",1219000,"R",0,"R",21149000,"R",50782000,"R",12125000,"R",0,"R",27834000,"R",0,"R",2688000,"R",1626000,"R",44273000
106102,"R",13716722,"R",6474157,"R",7242565,"R",13716722,"R",24542911,"R",26965404,"R",0,"R",-2422493,"R",1500000,"R",8166000,"R",-942,"R",7242565,"R",3313087,"R",1177294,"R",107455,"R",1936960,"R",6534796,"R",1678211,"R",0,"R",24275001,"R",0,"R",0,"R",0,"R",8088,"R",172919,"R",0,"R",86903,"R",24542911,"R",5248664,"R",19170,"R",21680210,"R",0,"R",0,"R",17360,"R",26965404
106111,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1302056,"R",16150,"R",33938,"R",5843,"R",1357987,"Z",0,"Z",0,"R",2326520,"R",0,"R",0,"R",0,"R",0,"R",136974,"A",,"R",321741,"R",2785235,"R",2137785,"Z",0,"R",136400,"A",,"Z",0,"R",0,"R",2274185
106281,"A",,"A",,"A",,"A",,"R",361284,"R",317669,"A",,"A",,"A",,"A",,"A",,"A",,"R",244631,"R",0,"R",0,"R",0,"R",244631,"R",0,"R",0,"R",98306,"R",244631,"R",0,"R",0,"R",660,"R",17687,"A",,"R",0,"R",361284,"R",317669,"R",0,"R",0,"A",,"R",0,"R",0,"R",317669
106315,"A",,"A",,"A",,"A",,"R",386039,"R",318204,"A",,"A",,"A",,"A",,"A",,"A",,"R",203998,"R",0,"R",0,"R",0,"R",203998,"R",0,"R",0,"R",92392,"R",203998,"R",0,"R",0,"R",0,"R",89649,"A",,"R",0,"R",386039,"R",318204,"R",0,"R",0,"A",,"R",0,"R",0,"R",318204
106324,"A",,"A",,"A",,"A",,"R",438411,"R",260464,"A",,"A",,"A",,"A",,"A",,"A",,"R",142328,"R",0,"R",0,"R",0,"R",142328,"R",0,"R",0,"R",388805,"R",0,"R",0,"R",0,"R",0,"R",49606,"A",,"R",0,"R",438411,"R",260464,"R",0,"R",0,"A",,"R",0,"R",0,"R",260464
106351,"A",,"A",,"A",,"A",,"R",1225058,"R",1203706,"A",,"A",,"A",,"A",,"A",,"A",,"R",669487,"R",0,"R",0,"R",0,"R",669487,"R",0,"R",0,"R",1026460,"R",0,"R",0,"R",0,"R",3120,"R",195323,"A",,"R",155,"R",1225058,"R",735727,"R",0,"R",467979,"A",,"R",0,"R",0,"R",1203706
106360,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",131927,"R",0,"R",52249,"R",0,"R",184176,"R",0,"R",0,"R",320850,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",29846,"R",350696,"R",320571,"R",0,"R",7457,"A",,"R",0,"R",0,"R",328028
106494,"A",,"A",,"A",,"A",,"R",1402788,"R",1312112,"A",,"A",,"A",,"A",,"A",,"A",,"R",527705,"R",0,"R",27597,"R",0,"R",555302,"R",11795,"R",0,"R",1179500,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",223288,"R",1402788,"R",1282285,"R",0,"R",29827,"A",,"R",0,"R",0,"R",1312112
106607,"A",,"A",,"A",,"A",,"R",438291,"R",396427,"A",,"A",,"A",,"A",,"A",,"A",,"R",252442,"Z",0,"Z",0,"R",0,"R",252442,"Z",0,"Z",0,"R",321339,"R",0,"Z",0,"Z",0,"Z",0,"R",116952,"A",,"R",0,"R",438291,"R",126000,"Z",0,"R",46870,"A",,"Z",0,"R",223557,"R",396427
106892,"A",,"A",,"A",,"A",,"R",4717084,"R",4072107,"A",,"A",,"A",,"A",,"A",,"A",,"R",2353432,"Z",0,"Z",0,"Z",0,"R",2353432,"Z",0,"Z",0,"R",2353432,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",2363652,"R",4717084,"R",533919,"Z",0,"R",666674,"A",,"Z",0,"R",2871514,"R",4072107
106908,"A",,"A",,"A",,"A",,"R",1695555,"R",1378084,"A",,"A",,"A",,"A",,"A",,"A",,"R",503976,"R",0,"R",0,"R",0,"R",503976,"R",0,"R",0,"R",1489537,"R",0,"R",0,"R",0,"R",0,"R",201018,"A",,"R",5000,"R",1695555,"R",394113,"R",0,"R",983971,"A",,"R",0,"R",0,"R",1378084
107099,"A",,"A",,"A",,"A",,"R",639831,"R",612809,"A",,"A",,"A",,"A",,"A",,"A",,"R",388900,"R",0,"R",0,"R",0,"R",388900,"R",0,"Z",0,"R",530966,"R",0,"R",0,"R",0,"R",0,"R",108865,"A",,"R",0,"R",639831,"R",183905,"Z",0,"R",411975,"A",,"Z",0,"R",16929,"R",612809
107211,"A",,"A",,"A",,"A",,"R",400701,"R",370921,"A",,"A",,"A",,"A",,"A",,"A",,"R",56758,"R",0,"R",0,"R",0,"R",56758,"R",0,"R",0,"R",296271,"R",0,"R",0,"R",0,"R",0,"R",104430,"A",,"R",0,"R",400701,"R",165570,"R",14176,"R",117284,"A",,"R",0,"R",73891,"R",370921
107220,"A",,"A",,"A",,"A",,"R",3442652,"R",803035,"A",,"A",,"A",,"A",,"A",,"A",,"R",778562,"R",0,"R",71081,"R",1816,"R",851459,"R",0,"R",0,"R",2803560,"R",0,"R",0,"R",0,"R",0,"R",585302,"A",,"R",53790,"R",3442652,"R",609047,"R",0,"R",193988,"A",,"R",0,"R",0,"R",803035
107275,"A",,"A",,"A",,"A",,"R",205813,"R",158120,"A",,"A",,"A",,"A",,"A",,"A",,"R",155728,"Z",0,"Z",0,"Z",0,"R",155728,"R",8411,"Z",0,"R",34318,"R",147317,"Z",0,"Z",0,"Z",0,"R",24178,"A",,"R",0,"R",205813,"R",33796,"Z",0,"R",124324,"A",,"Z",0,"R",0,"R",158120
107293,"A",,"A",,"A",,"A",,"R",846072,"R",891377,"A",,"A",,"A",,"A",,"A",,"A",,"R",551788,"R",0,"R",0,"R",0,"R",551788,"R",551788,"R",0,"R",409833,"R",294771,"R",0,"R",0,"R",0,"R",141468,"A",,"R",0,"R",846072,"R",347208,"R",0,"R",544169,"A",,"R",0,"R",0,"R",891377
107363,"A",,"A",,"A",,"A",,"R",543803,"R",340849,"A",,"A",,"A",,"A",,"A",,"A",,"R",203091,"R",0,"R",0,"R",0,"R",203091,"R",0,"R",0,"R",450789,"R",0,"R",0,"R",0,"R",0,"R",93014,"A",,"R",0,"R",543803,"R",202452,"R",0,"R",138397,"A",,"R",0,"R",0,"R",340849
107442,"A",,"A",,"A",,"A",,"R",658299,"R",417350,"A",,"A",,"A",,"A",,"A",,"A",,"R",278971,"R",0,"R",0,"R",0,"R",278971,"R",0,"R",0,"R",278971,"R",0,"R",0,"R",0,"R",0,"R",47797,"A",,"R",331531,"R",658299,"R",136696,"R",0,"R",23000,"A",,"R",0,"R",257654,"R",417350
107655,"A",,"A",,"A",,"A",,"R",440972,"R",254689,"A",,"A",,"A",,"A",,"A",,"A",,"R",134724,"R",0,"R",14182,"R",0,"R",148906,"R",0,"R",0,"R",428442,"R",0,"R",0,"R",0,"R",0,"R",12530,"A",,"R",0,"R",440972,"R",81520,"R",0,"R",173169,"A",,"R",0,"R",0,"R",254689
107789,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",290702,"R",0,"R",0,"R",0,"R",290702,"R",0,"R",0,"R",850942,"R",290702,"R",0,"R",0,"R",0,"R",154800,"A",,"R",0,"R",1296444,"R",235524,"R",0,"R",163251,"A",,"R",0,"R",0,"R",398775
107831,"A",,"A",,"A",,"A",,"R",433485,"R",319962,"A",,"A",,"A",,"A",,"A",,"A",,"R",171137,"R",0,"R",113719,"R",0,"R",284856,"R",0,"R",0,"R",171137,"R",176221,"R",56278,"R",9500,"R",0,"R",0,"A",,"R",20349,"R",433485,"R",177594,"R",0,"R",142368,"A",,"R",0,"R",0,"R",319962
108065,"A",,"A",,"A",,"A",,"R",118705,"R",77647,"A",,"A",,"A",,"A",,"A",,"A",,"R",53550,"R",0,"R",6000,"R",12000,"R",71550,"R",6120,"R",0,"R",6060,"R",48116,"R",0,"R",0,"R",0,"R",64529,"A",,"R",0,"R",118705,"R",36000,"R",0,"R",35250,"A",,"R",0,"R",6397,"R",77647
108232,"R",65730814,"R",34222518,"R",31508296,"R",65730814,"R",247861394,"R",211643891,"R",0,"R",36217503,"R",-27538151,"R",22828944,"R",0,"R",31508296,"R",12209725,"R",1913790,"R",3917843,"R",3122945,"R",21164303,"R",2652842,"Z",0,"R",229570992,"R",0,"R",0,"R",0,"R",310045,"Z",0,"R",17980357,"R",0,"R",247861394,"R",66123213,"R",0,"R",62728856,"R",29402502,"R",0,"R",53389320,"R",211643891
